N° work situation ,Activity sector,Company's activity ,Task,Type of process used ,Collection système +  the type if existing ,General ventilation ,Outdoors/indoors work ,Individual protection ,Product,Daily amont of the product,SDS,hazard statements  according to the CLP regulation (inhalation route),Chemicals emitted during the process,Risk level,variability (%),Confidence (%),Supporting comments ,p%1,p%2,p%3,p%4,p%5,p%6,p%7,p%8,p%9,p%10,p%11,p%12,p%13,p%14,p%15,p%16,p%17,p%18,p%19,p%20,p%21,p%22,p%23,p%24,p%25,p%26,p%27,p%28,p%29,p%30,p%31,p%32,p%33,p%34,p%35,p%36,p%37,p%38,p%39,p%40,p%41,p%42,p%43,p%44,p%45,p%46,p%47,p%48,p%49,p%50,p%51,p%52,p%53,p%54,p%55,p%56,p%57,p%58,p%59,p%60,p%61,p%62,p%63,p%64,p%65,p%66,p%67,p%68,p%69,p%70,p%71,p%72,p%73,p%74,p%75,p%76,p%77,p%78,p%79,p%80,p%81,p%82,p%83,p%84,p%85,p%86,p%87,p%88,p%89,p%90,p%91,p%92,p%93,p%94,p%95,p%96,p%97,p%98,p%99,p%100,moyenne = score à utiliser,moyenne pondérée = score à utiliser,ecart-type des moyennes des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart-type des moyennes pondérées des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart type des ranges des experts = dispersion du niveau de confiance des experts = les experts sont ils d'accord entre eux sur l'incertitude sur l'évaluation,taille moyenne du range des experts = niveau de confiance moyen des experts dans l'évaluation
52,railway sector ,railway seat manufacturing company ,cleaning of supply stations,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,dust ,49,27,73,high hazard and high exposure ,0,0,0,0,0,0,0,0,0,0,0.003995968032,0.004295965632,0.004951960384,0.00511995904,0.005075959392,0.005147958816,0.005007959936,0.005035959712,0.005331957344,0.005083959328,0.003227974176,0.003231974144,0.003491972064,0.003507971936,0.0032999736,0.003267973856,0.00337997296,0.003207974336,0.003075975392,0.04337565299,0.009939920481,0.01009191926,0.01009591923,0.01039591683,0.01005991952,0.009811921505,0.009843921249,0.01024391805,0.01008391933,0.01015191878,0.01760785914,0.01807585539,0.01792385661,0.01802385581,0.0185998512,0.0221878225,0.02203182375,0.02181582547,0.02115583075,0.1012151903,0.02439580483,0.02463580291,0.02378380973,0.0239878081,0.02413580691,0.01761585907,0.01952384381,0.01953184375,0.01984384125,0.01956384349,0.01477588179,0.01498388013,0.01452788378,0.01447988416,0.01481588147,0.01853185175,0.01847985216,0.0192998456,0.01891184871,0.01859585123,0.0105999152,0.01088391293,0.01057591539,0.01057591539,0.01049191606,0.006607947136,0.004471964224,0.004595963232,0.004667962656,0.004403964768,0.00171998624,0.001803985568,0.00191998464,0.001835985312,0.001927984576,0.001787985696,0.001671986624,0.001703986368,0.001891984864,0.001923984608,0.001691986464,0.001747986016,0.0017999856,0.001891984864,0.001823985408,0.001863985088,0.001947984416,0.001835985312,0.001683986528,0.001755985952,50.55349557,49.30239207,14.56675667,12.63151814,15.12423221,23.24
53,printing sector ,photo-engraving company,electrolytic degreasing of printing cylinders,open,extraction slit ,not operative,indoors,not operative,metal degreasing agent,118 g/l ,yes ,None ,-,36,19,81,"low hazard and medium exposure ( open process, use of collection system) 
",0.004970884817,0.004954175961,0.004766201325,0.005100378456,0.00481215068,0.004774555753,0.005008479745,0.004820505109,0.002460379124,0,0.006399492051,0.006194808558,0.005973416209,0.006336833839,0.006395314837,0.005910757997,0.006111264276,0.006290884483,0.006566580616,0.006341011053,0.01088999724,0.01115733895,0.01112392123,0.01115316173,0.01432366726,0.01925277994,0.01905227366,0.0183254384,0.01892278002,0.0182961979,0.02380176613,0.02428214575,0.02502986708,0.02442417103,0.02431974068,0.02018429869,0.01649999582,0.01696366659,0.01707227416,0.0163746794,0.01880164081,0.01853012189,0.01880581802,0.01955771657,0.01881834967,0.01483328738,0.01610733769,0.01537632522,0.01486252788,0.09889554458,0.0101965797,0.01019240248,0.0105224024,0.01013392149,0.01045974419,0.01054746568,0.01048063026,0.01045138976,0.01060176947,0.01022999741,0.009615946933,0.01074379475,0.01177138942,0.01187164256,0.01142885787,0.009398731798,0.009661896288,0.009670250716,0.009766326641,0.00953240265,0.005626707436,0.005472150513,0.005447087229,0.005814682072,0.005589112509,0.005522277083,0.005668479578,0.005384429017,0.005601644151,0.005271644235,0.00320392324,0.002376834841,0.001382657878,0.001524683158,0.00146620216,0.00144531609,0.001378480664,0.001499619874,0.001441138876,0.001378480664,0,0,0,0,0,0,0,0,0,0,41.54906556,40.24538665,17.53032776,16.36217005,7.938538865,16.27083333
54,building and construction sector ,company of manufacture of prefabricated reinforced concrete.,concrete cutting,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,silica dust ,82,20,80,"high hazard du to silica dust wich is carcinogenic
high exposure  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301552213,0.003087606324,0.002815288257,0.003107629712,0.00277924616,0.003063578259,0.003067582937,0.003071587614,0.003003508097,0.003163695196,0.004937767312,0.005101959088,0.004989828119,0.005021865539,0.005081935701,0.005113973121,0.004737533439,0.004793598924,0.00517804796,0.00514601054,0.01098883496,0.01086869464,0.01097682093,0.01098483028,0.01084466657,0.01096080222,0.01136527464,0.01084066189,0.01075656367,0.01124913899,0.02071619652,0.02027167732,0.02062408894,0.0204518878,0.06163999551,0.02251029202,0.02269450718,0.02247424992,0.02218591315,0.06233280472,0.02348342864,0.02291876912,0.02345139122,0.0241842472,0.02370769058,0.01922245182,0.01941067166,0.01924647989,0.01889006359,0.01892210101,0.01985519086,0.01973505054,0.02017956974,0.01963893828,0.01899018053,0.01630704663,0.01623896711,0.01633507937,0.01631105131,0.1369559646,80.26888205,81.67069508,12.71949685,11.18603622,11.40175425,17
55,building and construction sector ,company of manufacture of prefabricated reinforced concrete.,wood cutting,dispersive,not operative,operative,indoors,not operative,-,-,-,-,wood dust ,81,22,78,"high hazard du to carcenogenic wood dust 
high exposure 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001289831561,0.001261791744,0.001289831561,0.001329888442,0.001434036332,0.001486110277,0.001414007891,0.001313865689,0.001257786056,0.00135392257,0.001313865689,0.001205712111,0.001393979451,0.001285825873,0.00122974624,0.001349916882,0.001273808809,0.001357928258,0.001273808809,0.001317871377,0.001982815598,0.001942758717,0.002026878167,0.001914718901,0.001930741653,0.00199883835,0.001798553947,0.002006849727,0.002115003305,0.002131026057,5.77E-04,6.57E-04,6.89E-04,8.49E-04,6.17E-04,0.002815998718,0.002731879269,0.002743896333,0.002719862204,0.002719862204,0.009785895972,0.009253139458,0.009629674137,0.009741833403,0.009517514871,0.009405355605,0.009701776523,0.009461435238,0.009761861844,0.009857998358,0.02562038094,0.02518776663,0.02542410223,0.02463498167,0.02457489635,0.02887299966,0.02918944902,0.02973822828,0.02920146608,0.06959482465,0.02759518516,0.02853251617,0.0315127481,0.03696849526,0.0359149993,0.03668409141,0.03540627691,0.03161689599,0.02795569709,0.0279516914,0.0153538024,0.01509743836,0.01518155781,0.01520158625,0.01490917102,0.01879869415,0.01859840974,0.01833002864,0.01855835286,0.05827475015,79.25581526,80.11405526,12.52836781,13.18035651,12.32882801,19
56,Manufacturing sector ,company using asbestos substitute fibres,mechanical winding ,open,booth,not operative,indoors,operative ( type not specified) ,-,-,-,,mineral fiber dust,44,26,74,"uncertainty because not enough data on the substance: danger can vary according to the type of fiber 
low exposure because working under a booth with an individual equipment but uncertainty on exposure: not enough information on the process ",8.53E-04,9.25E-04,7.81E-04,0.004051257211,0.04417952033,0.00427944067,0.00416735055,0.003867109156,0.004199376299,0.004231402047,0.003843089844,0.004031241118,0.004247414922,0.004243411703,0.003991208932,0.00147318444,0.001605290654,0.001709374337,0.001565258468,0.001569261686,0.01821864779,0.01773425834,0.02574870196,0.03391126466,0.03465986653,0.01968782901,0.01946765199,0.01948366487,0.01920744278,0.01902729795,0.02158135141,0.02171345762,0.0216013675,0.02121705852,0.02165741256,0.01872705655,0.01915940416,0.01920343957,0.01873506299,0.01897525611,0.008454797657,0.008526855592,0.008422771909,0.008454797657,0.008550874903,0.008294668914,0.008402755816,0.008270649602,0.008290665695,0.008462804094,0.007834298776,0.007882337399,0.007449989792,0.007642144284,0.007618124972,0.007570086349,0.007798269809,0.007886340618,0.008006437175,0.007574089568,0.008614926401,0.008566887778,0.008538865248,0.00935552184,0.01032430074,0.008122530515,0.008246630291,0.008122530515,0.008010440394,0.008018446831,0.01500406327,0.01447563841,0.0148399313,0.0145797221,0.01479989912,0.01460374141,0.01504009223,0.01482391843,0.01460774463,0.01477988303,0.008210601323,0.008014443613,0.008274652821,0.007065680807,0.00637712721,0.003518829139,0.003422751893,0.003466787297,0.003530838794,0.003442767985,0.002518024492,0.002570066333,0.002490001962,0.002473989087,0.002562059896,0.001541239156,0.001569261686,0.001593280998,0.001489197315,0.001469181222,44.20367976,42.27585062,20.94230169,20.21709771,24.97201634,30.78
57,Manufacturing sector ,company using asbestos substitute fibres,manual winding ,open,booth,not operative,indoors,not operative,-,-,-,-, mineral fiber dust,49,26,74," uncertainty: hazard may vary according to the type of fiber 
low exposure : use of booth and individual equipment",7.77E-04,8.45E-04,7.21E-04,7.81E-04,7.45E-04,7.25E-04,8.09E-04,0.00309715994,0.005181863478,0.004910812157,0.004910812157,0.005161933234,0.004839063279,0.004827105132,0.004819133034,0.005899352267,0.005863477828,0.001470852018,0.001490782262,0.001662182362,0.003535625311,0.003304434479,0.003384155456,0.003105132038,0.003416043847,0.00469955157,0.004743398107,0.01883009467,0.01828799203,0.01826806178,0.007948181365,0.00823916293,0.008215246637,0.008,0.008286995516,0.008581963129,0.008534130543,0.008358744395,0.008279023418,0.04812755356,0.01923667165,0.01995017439,0.01935625311,0.0195675137,0.01979471849,0.02087493772,0.02070752367,0.02036472347,0.02023716991,0.02156851021,0.01566118585,0.01584055805,0.01536621824,0.01593622322,0.01552167414,0.01582461385,0.01625112108,0.01530244145,0.01551370204,0.0154937718,0.01102939711,0.01176283009,0.01153562531,0.01255206776,0.01331340309,0.0143099153,0.01461285501,0.01492775286,0.01433383159,0.0148001993,0.01536621824,0.01520677628,0.01527453911,0.01499950174,0.01495964126,0.01526258097,0.01527852516,0.01546985551,0.01541006477,0.01535824614,0.009291479821,0.009403089188,0.009335326358,0.008777279522,0.007402092676,0.005357249626,0.005492775286,0.005393124066,0.005468858994,0.005680119581,0.002602889885,0.002459392128,0.002391629297,0.002423517688,0.002582959641,0.00170204285,0.001618335825,0.00159840558,0.001690084704,0.001510712506,52.71817439,51.55631763,16.51180184,15.19777139,24.6511663,32.3
58,printing sector ,printing company ,cleaning of cylinders by soaking ,open,not operative,not operative,indoors,operative ( type not specified) ,cleaning solvent,-,yes ,"H319 Causes serious eye irritation
H336 May cause drowsiness or dizziness",-,41,18,82,"medium hazard and high exposure ( open process + volatil product and no collective protective equipment)
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134199638,0.01323134589,0.01674686272,0.01739699255,0.01707995393,0.01707192763,0.01703580931,0.01844041079,0.01948784217,0.01965639435,0.02966116999,0.02926386843,0.02875419876,0.02520657675,0.02576039104,0.02242145268,0.02207230888,0.02260605744,0.02222882162,0.02193184874,0.01238457186,0.01179865239,0.01205148065,0.01238055871,0.01230832206,0.01284207062,0.01269759733,0.01286614951,0.01267351845,0.01251700571,0.01046227441,0.009563329467,0.009767999968,0.01004490712,0.009800105144,0.007873794551,0.007665110903,0.008010241551,0.008303201287,0.04790894972,0.005413735397,0.005140841396,0.005217091191,0.005421761691,0.005172946573,0.009543263732,0.01131707474,0.01130102215,0.0115016795,0.01096391779,0.01761370249,0.01755751843,0.01707995393,0.01757758417,0.01707594078,0.01296647818,0.01317516183,0.01339989807,0.0135644371,0.0135644371,0.01013319635,0.009864315498,0.01039806406,0.009539250585,0.009848262909,0.01020141985,0.008086491346,0.007785505315,0.00823096464,0.007950044345,0,0,0,0,0,0,0,0,0,0,49.94566199,48.53823307,19.40006186,19.84722548,5.75555384,16.94
59,Label manufacturing sector ,production and control of adhesive labels,cliché cleaning ,open,not operative,operative,indoors,not operative,solvent,-,yes ,H336 May cause drowsiness or dizziness,-,50,19,81,"medium hazard ( product classified H336)
high exposure : open process and no collection system",0,0,0,0,0,0,0,0,0,0,0.002105676553,0.001955271085,0.002251904091,0.002068075186,0.001992872452,0.002247726162,0.002101498623,0.002134922061,0.002126566201,0.04395182012,0.01441385736,0.01475226966,0.01430105326,0.01475644759,0.01469795657,0.01452248353,0.01462275384,0.01467706693,0.01450577181,0.01488596341,0.009780533355,0.009826490581,0.009659373394,0.009755465776,0.009605060308,0.01585524309,0.0157006597,0.01613098645,0.01640255188,0.01550847493,0.0158134638,0.01544580599,0.01556278802,0.01558367766,0.01537060325,0.0128847351,0.01341533217,0.01389997201,0.01337355287,0.01309363158,0.009007616366,0.009141310115,0.009446298981,0.008999260506,0.00869844957,0.004115260724,0.004182107598,0.003969033185,0.004090193146,0.00428237791,0.01319390189,0.01364094037,0.01267583861,0.01336937494,0.01292233647,0.01325239291,0.01330670599,0.0131103433,0.01290144682,0.01278864272,0.02373899638,0.02435732997,0.02414843349,0.02397713837,0.02373064052,0.0236721495,0.02411501005,0.02395207079,0.02354681161,0.02330866962,0.006037108371,0.006450723409,0.006091421457,0.006083065598,0.006220937277,0.006312851729,0.006124844894,0.006016218723,0.006191691769,0.006028752512,0.00214745585,0.002122388272,0.002080608975,0.001909313859,0.00214745585,0.001934381437,0.00214745585,0.002214302724,0.002185057217,0.002172523428,52.5302503,51.72941289,21.19170927,21.16183774,7.592027983,18.33333333
60,Automotive  sector,"Heavy vehicle dealership : sale, rental and maintenance of new and used vehicles ",Cleaning of big metal parts ,Open,not operative,not operative,indoors,not operative,Detergent,None,Yes ,None ,-,43,19,81,low hazard but high exposure du the the open process and the absence of protective equipments ,0.004861005621,0.004593170607,0.004841017933,0.00462115337,0.004785052408,0.004785052408,0.004721091807,0.004513219857,0.004533207544,0.08490369932,0.006891754679,0.006767831016,0.007043661105,0.006895752217,0.006719860566,0.006843784229,0.006635912278,0.006763833479,0.006855776841,0.006835789154,0.008534742599,0.008962479113,0.008998456951,0.009030437251,0.01185669628,0.01208055838,0.01250429735,0.01212053375,0.012040583,0.01197262486,0.009646058028,0.009674040791,0.009522134365,0.009406205777,0.009538124515,0.0112730558,0.00821094206,0.007927116896,0.008015062721,0.00821094206,0.01405134437,0.01421924095,0.01414328773,0.01431518185,0.0138834478,0.01379550197,0.01424722371,0.01444310305,0.01407932713,0.01421524341,0.01446309074,0.01478689127,0.01507471398,0.014970778,0.01484685434,0.01266020132,0.012360386,0.01259224318,0.01459101194,0.01403135668,0.0150347386,0.01517864995,0.01485085188,0.0150347386,0.01497477554,0.01199261255,0.01172477754,0.01190066919,0.01231641309,0.01198061994,0.009394213165,0.009382220552,0.009925885654,0.009406205777,0.009558112203,0.009462171302,0.009414200852,0.009314262414,0.009454176227,0.009310264877,0.005388680573,0.005516601773,0.005416663335,0.005532591923,0.005528594386,0.005380685498,0.005620537749,0.005668508199,0.004453256794,0.00424938238,0.004325335593,0.004053503042,0.003877611391,0.003953564604,0.004081485805,0.00412146118,0.003961559679,0.004113466105,0.004213404543,0.004225397155,45.70940301,43.81893472,23.19744814,23.55438952,23.95983305,23.08
61,Automotive  sector,"Heavy vehicle dealership : sale, rental and maintenance of new and used vehicles ",cleaning of small metal parts ,open,not operative,not operative,indoors,not operative,Decalcifying cleaner,-,Yes ,"H319 Causes serious eye irritation
H336 May cause drowsiness or dizziness",-,62,24,76,medium hazad and high exposure ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004614634268,0.004856412758,0.004781378054,0.004985639191,0.004698006161,0.004823064,0.004835569784,0.004727186324,0.004806389622,0.004731354918,6.21E-04,5.04E-04,5.75E-04,5.34E-04,5.88E-04,0.003130614576,0.003330707119,0.00360166577,0.003226492253,0.0450416651,0.01363547307,0.01355626977,0.01693283143,0.0170370463,0.01702454052,0.01715793555,0.01698702316,0.01751226609,0.01741221982,0.01714126117,0.01888790232,0.01888373373,0.0185961007,0.01880453043,0.01518619028,0.0151695159,0.01541546298,0.01549049769,0.01484019692,0.01515701012,0.01732051074,0.01709540663,0.01727882479,0.01715376695,0.01718711571,0.01729966776,0.01787910242,0.01965909233,0.01922972708,0.01911717503,0.01679109922,0.01650763478,0.01637007116,0.01678276203,0.01660768105,0.01382722843,0.01381889124,0.01410652427,0.01366465324,0.0137688681,0.01352292102,0.01387308297,0.01364381026,0.01396896064,0.014006478,0.01845436848,0.01705788927,0.01601990921,0.01596154888,0.01549883488,0.009921255247,0.00971699411,0.009987952761,0.009454372647,0.009616947838,0.005590085415,0.005448353197,0.005615096982,0.005465027575,0.005869381255,62.83589493,62.73852788,17.48857514,16.8290842,12.67187393,18.41666667
65,porcelain sector ,porcelain factory,making porcelain pieces,open,not operative,not operative,indoors,operative ( type not specified) ,pocelaine dough ,-,-,-,silica dust ,58,33,67,"high hazard du to silica dust wich is carcinogenic
high exposure  ",9.20E-04,8.16E-04,8.36E-04,8.78E-04,8.36E-04,8.49E-04,9.07E-04,8.74E-04,8.41E-04,8.82E-04,8.20E-04,8.82E-04,8.86E-04,8.24E-04,7.78E-04,8.20E-04,8.70E-04,9.82E-04,8.03E-04,7.45E-04,0.00243018422,0.002280378343,0.002475958237,0.002197152856,0.00239273275,0.003200019974,0.003345664576,0.003374793497,0.003179213602,0.04473369925,0.003079343018,0.003104310664,0.00312927831,0.003166729779,0.003175052328,0.003154245956,0.003187536151,0.003445535161,0.004211209641,0.005992235062,0.01558397244,0.01547161803,0.01553819842,0.01530100578,0.01597097095,0.01763131942,0.01725680472,0.01730257874,0.01761883559,0.01761883559,0.01538839254,0.01497226511,0.0150055553,0.01535926362,0.01490984599,0.01262946765,0.01257120981,0.01255040344,0.01246717795,0.01247133922,0.02081053302,0.0210726933,0.02144304672,0.02389819858,0.02268726775,0.01283753137,0.01314130439,0.0128000799,0.01267524167,0.01246717795,0.01431062249,0.01443129944,0.01416497788,0.014227397,0.01416081661,0.013757173,0.01322869115,0.01329527154,0.01396939799,0.01333272301,0.0185093483,0.01900453995,0.0194997316,0.01733170766,0.01672416161,0.01723599835,0.01689477386,0.01624977633,0.01716525669,0.01707370865,0.005234883131,0.005372205184,0.005035141962,0.005422140476,0.005189109113,0.0116474069,0.01208434071,0.01171398729,0.01201359904,0.01196366375,62.64061986,62.89191427,17.2628745,15.56580547,25.66144935,29.64583333
66,Cosmetic sector ,cosmetics company ,handling and preparation of perfumed liquids.  ,open,not operative,not operative,indoors,not operative,perfumed liquids ,-,yes ,H319 Causes serious eye irritation,-,42,18,82,"low hazard : skin allergen but not respiratory
high exposure: open process without collection or individual equipment + volatile chemicals",0,0,0,0,0.04356140634,0,0,0,0,0,0.004247237118,0.004269017821,0.004447619587,0.004251593258,0.004299510805,0.004382277477,0.004094772196,0.004543454681,0.004303866946,0.004478112571,0.02277390323,0.02266064358,0.02261272603,0.02222067337,0.02242976812,0.02236442601,0.02308318922,0.0219767295,0.0226954927,0.02179377159,0.01162218321,0.01178336041,0.01122141827,0.01178771655,0.01138259548,0.01932819599,0.01931948371,0.01943274337,0.01926721002,0.01941096266,0.007449000484,0.007440288202,0.009910219942,0.009945069067,0.009670632207,0.009945069067,0.009810028707,0.01018030066,0.0100452603,0.01008882171,0.01638780106,0.017346152,0.01795165555,0.01890129421,0.01836984505,0.01627889755,0.01659689581,0.01683648355,0.01711963269,0.01590426945,0.01174415515,0.01162218321,0.01043731296,0.008150339126,0.008699212845,0.006542923232,0.006564703935,0.006747661842,0.006782510967,0.006481937263,0.01188355165,0.01170059374,0.01040681997,0.009674988347,0.009330853237,0.009918932223,0.009304716393,0.009566084831,0.009583509394,0.009548660269,0.007296535561,0.007723437343,0.007440288202,0.007344453108,0.007557903999,0.007239905733,0.007414151358,0.007466425046,0.007344453108,0.007531767156,8.41E-04,8.67E-04,7.67E-04,9.37E-04,9.41E-04,9.28E-04,8.10E-04,7.93E-04,9.58E-04,8.84E-04,45.26057126,43.92934503,21.54330825,20.60179954,9.569218531,17.63043478
67,Manufacturing sector ,company using asbestos substitute fibres,Fiber braiding ,enclosed but regularly open ,booth,not operative,indoors,not operative,-,None,-,-,mineral fibers ,46,18,82,"high hazard related to mineral fibers (carcinogenic) but uncertainty because type of fiber not mentioned
Uncertainty of exposure: 
High dust emission during braiding = high exposure
presence of a hood = low exposure",0.00159480686,0.001574771598,0.001835230005,0.005722070845,0.00571405674,0.005633915692,0.005686007373,0.005577816958,0.005337393813,0.04560025645,0.006479403751,0.006222952396,0.006523481327,0.002400224395,0.008995832665,0.009244269915,0.009312389806,0.008999839718,0.008939733932,0.009296361596,0.01240182722,0.01248196826,0.01224955922,0.01223753807,0.01201314313,0.0127905113,0.01219746754,0.01212934765,0.0125460811,0.01284260298,0.00948469306,0.009592883475,0.009745151467,0.009508735374,0.009396537907,0.01141609232,0.0117967623,0.01172062831,0.01140006411,0.01179275525,0.008623176791,0.008583106267,0.008226478602,0.008715338997,0.008410803013,0.01255409521,0.01248998237,0.01255810226,0.01262622215,0.01244590479,0.02621814393,0.02611796762,0.02654271518,0.02599775605,0.02652668697,0.0123777849,0.01211732649,0.01197307261,0.01309504728,0.01463375541,0.01073489341,0.01014585671,0.01064273121,0.01049046322,0.01063872415,0.01081102741,0.01078698509,0.0107188652,0.01082304857,0.01068680878,0.01054656195,0.01077095688,0.01073890046,0.01100336592,0.01070283699,0.007905914409,0.008182401026,0.008182401026,0.007244750761,0.006194903029,0.006359192178,0.006519474275,0.007116525084,0.006908158359,0.006467382593,0.006803974996,0.00682801731,0.006503446065,0.00682801731,0.006651707004,0.004872575733,0.004604103222,0.004836512262,0.004636159641,0.004744350056,0.004135278089,0.003882833787,0.00398701715,0.004019073569,0.004075172303,47.12522439,45.31109872,23.52637669,22.99837111,12.33946514,19.24
68,Manufacturing sector ,company using asbestos substitute fibres,Fiber weaving ,enclosed but regularly open ,hood ,not operative,indoors,not operative,-,-,-,-,mineral fibers ,48,19,81,"high hazard due to mineral fibers
Uncertainty of exposure: 
High dust emission during weaving = high exposure
presence of hood = low exposure
présence de hotte = exposition faible",0.001180348404,0.001100052594,0.001180348404,0.001100052594,0.001120126546,0.001112096965,0.001055889898,0.001031801155,0.001031801155,0.001156259661,0.001915055063,0.001939143806,0.002027469197,0.001874907158,0.00189498111,0.005925830761,0.005853564532,0.005833490579,0.0259997832,0.066436753,0.01901003296,0.01960020716,0.0192469056,0.01952392614,0.01909032877,0.01535255883,0.01529635176,0.01558140188,0.01535657362,0.01540073631,0.009310299142,0.009523083038,0.00920992938,0.009498994295,0.009225988542,0.01018150868,0.01018953826,0.01019756784,0.009896458553,0.01020961221,0.009442787228,0.00945884639,0.009466875971,0.009185840637,0.009482935133,0.01332107484,0.0135057552,0.01322471987,0.0136342285,0.01360211017,0.02075245203,0.0211057536,0.02114991629,0.02060390479,0.0207644964,0.006985735449,0.006881350897,0.009266136447,0.00904933776,0.009181825846,0.01035414467,0.009836236696,0.01001690227,0.0104264109,0.01016143473,0.01312435011,0.01308821699,0.01276301896,0.01291959579,0.01284732956,0.01147025642,0.01191188338,0.01146222684,0.01159872972,0.01128156127,0.01153449307,0.01136185708,0.009422713276,0.009587319686,0.009627467591,0.00682514383,0.007025883354,0.007017853773,0.006656522629,0.006849232573,0.007029898145,0.00699376503,0.00699376503,0.006608345144,0.006716744487,0.004966295834,0.004918118348,0.0048538817,0.004950236672,0.004845852119,0.004066982765,0.00403084965,0.003894346774,0.004103115879,0.004119175041,48.30681832,46.76763734,22.61977896,21.75735513,11.81971235,18.88
69,Agri-food sector ,wheat flour bagging workshop,flour bagging,dispersive,not operative,not operative,indoors,not operative,-,about 220 tons of flour/day ,-,-,Flour dust,63,19,81,"medium hazard : respiratory allergen
high exposure ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001376308293,0.001376308293,0.001344301123,0.00140031367,0.00134830202,0.001368306501,0.001416317255,0.001460327113,0.001308293058,0.001452325321,0.003480779695,0.003128700829,0.003436769836,0.003244726819,0.003292737573,0.003420766252,0.005641263643,0.005653266332,0.005785295906,0.005657267228,0.01177863842,0.01142255865,0.01153458375,0.01137854879,0.01131453446,0.01156259002,0.01172662676,0.01142255865,0.01151457927,0.01131853535,0.008365873956,0.008385878437,0.008153826457,0.00841388471,0.006005345197,0.005601254681,0.005489229587,0.00534919822,0.005233172231,0.04535415933,0.01343901034,0.01422718689,0.01425119227,0.01393512147,0.01413916717,0.01915229011,0.01897625068,0.01923230804,0.01887222738,0.01896424799,0.02848638095,0.0280102743,0.02786624204,0.02754617034,0.027482156,0.01898425247,0.01911628205,0.01905226771,0.01935233492,0.01890823544,0.02388535032,0.02310517556,0.02280510834,0.02334923023,0.02278910476,0.0228531191,0.02321720065,0.02280110745,0.02341324457,0.02309317287,0.009282079186,0.008970009282,0.009114041545,0.0091620523,0.009138046923,0.008545914285,0.008994014659,0.009314086355,0.009174054988,0.009082034376,69.1178504,68.78779367,16.17657566,16.59491859,6.997828235,18.52
70,Agri-food sector ,industrial sausage making,room cleaning ,dispersive,not operative,not operative,indoors,operative ( type not specified) ,detergent,-,yes ,None ,-,37,15,85,medium exposure : emessive process but presence of individual protection and no-volatile product ,0,0,0,0,0.04010684463,0,0,0,0,0,0.001255344237,0.001431814353,0.001303472451,0.001239301499,0.001183151917,0.001355611349,0.001307483135,0.001387696824,0.001335557926,0.001315504504,0.01159889947,0.01134221566,0.01145050414,0.01122189513,0.01120585239,0.01313098093,0.01325932284,0.01358819896,0.013295419,0.01342777158,0.01805610145,0.01730209278,0.01784754586,0.01823257157,0.01774727875,0.01793578092,0.01780342833,0.01801599461,0.01800797324,0.01751064837,0.01583017158,0.01544915655,0.01586626774,0.01536092149,0.01538097492,0.01067644204,0.01097724338,0.01112964939,0.01094916859,0.01124996992,0.01176333753,0.01191173286,0.01323525873,0.01428204737,0.01430611148,0.01831278526,0.02036625571,0.020807431,0.01979673851,0.02026598859,0.02054673651,0.02030609544,0.02026999928,0.0202379138,0.01990502699,0.01508017358,0.01495183168,0.0132432801,0.01180745506,0.01231681199,0.008534736538,0.008614950227,0.008687142548,0.008550779276,0.008735270761,0.008614950227,0.006689821685,0.006770035374,0.006721907161,0.006617629365,0.003958545565,0.003914428036,0.003986620357,0.003930470774,0.004251325531,0.004167101157,0.003826192978,0.004010684463,0.003866299823,0.003749989973,0.006232603656,0.006112283122,0.005947845059,0.006136347229,0.006232603656,0.005723246729,0.005855599317,0.005971909166,0.005879663423,0.005923780952,50.13615873,48.75011324,21.17381402,21.16493208,6.829348432,19.4
