move_id,year,month,origin,origin_lat,origin_lon,destination,dest_lat,dest_lon,students_moved
MOV013885,2025,12,Loop,41.873643,-87.647419,Austin,41.88688,-87.769417,166
MOV013886,2022,8,Hyde Park,41.804851,-87.587262,Austin,41.893939,-87.756256,206
MOV013887,2022,9,Englewood,41.790122,-87.633491,Rogers Park,42.005441,-87.653989,182
MOV013888,2024,6,Austin,41.886609,-87.750929,Hyde Park,41.777781,-87.607871,157
MOV013889,2025,3,Austin,41.891555,-87.783994,Hyde Park,41.796787,-87.574131,38
MOV013890,2023,5,Rogers Park,42.013533,-87.653583,Hyde Park,41.811157,-87.604238,167
MOV013891,2025,3,Lakeview,41.951408,-87.652211,Englewood,41.781987,-87.63736,80
MOV013892,2024,10,Loop,41.875061,-87.626687,Pilsen,41.862459,-87.64401,188
MOV013893,2022,3,Pilsen,41.839754,-87.642537,Englewood,41.764452,-87.647897,379
MOV013894,2025,5,Rogers Park,42.00534,-87.659572,Englewood,41.780619,-87.659595,30
MOV013895,2024,6,Rogers Park,42.00274,-87.663514,Austin,41.868408,-87.782675,187
MOV013896,2023,6,South Shore,41.77546,-87.586756,Hyde Park,41.791999,-87.609088,375
MOV013897,2022,5,Englewood,41.79353,-87.64665,Lakeview,41.952145,-87.646357,189
MOV013898,2022,8,Austin,41.885377,-87.76955,South Shore,41.747118,-87.587444,280
MOV013899,2022,7,Hyde Park,41.790809,-87.595678,Pilsen,41.868325,-87.667693,99
MOV013900,2022,12,Austin,41.887043,-87.767638,Pilsen,41.865038,-87.636892,170
MOV013901,2025,11,Englewood,41.764829,-87.62307,Loop,41.875046,-87.624353,307
MOV013902,2023,1,Rogers Park,42.023173,-87.670269,Hyde Park,41.79861,-87.589457,251
MOV013903,2024,4,Englewood,41.772167,-87.623879,Pilsen,41.858472,-87.644414,80
MOV013904,2024,2,Englewood,41.776467,-87.634189,Rogers Park,41.993675,-87.682269,185
MOV013905,2024,1,Rogers Park,42.010388,-87.680156,Lakeview,41.948081,-87.660073,279
MOV013906,2023,10,Loop,41.893905,-87.640238,Rogers Park,42.010383,-87.689159,138
MOV013907,2021,6,Lakeview,41.936666,-87.634912,South Shore,41.778916,-87.568726,134
MOV013908,2024,4,Englewood,41.788405,-87.654021,Rogers Park,42.026529,-87.678766,315
MOV013909,2021,11,Pilsen,41.874379,-87.646579,Englewood,41.782613,-87.652149,225
MOV013910,2023,2,Austin,41.894942,-87.777679,Pilsen,41.837445,-87.644562,286
MOV013911,2021,11,Rogers Park,42.010099,-87.675941,Lakeview,41.924,-87.648802,103
MOV013912,2024,8,Hyde Park,41.799986,-87.591696,Austin,41.880422,-87.785327,110
MOV013913,2023,11,Englewood,41.757319,-87.626888,Hyde Park,41.788287,-87.602306,102
MOV013914,2023,11,South Shore,41.744826,-87.574497,Englewood,41.776405,-87.626391,267
MOV013915,2021,10,Pilsen,41.863423,-87.639464,South Shore,41.769531,-87.586506,358
MOV013916,2024,11,Englewood,41.77047,-87.636083,Loop,41.862332,-87.610948,218
MOV013917,2024,9,Austin,41.883449,-87.752574,Pilsen,41.854316,-87.673196,99
MOV013918,2024,3,Loop,41.86968,-87.628726,Pilsen,41.838025,-87.658712,28
MOV013919,2022,8,Hyde Park,41.807855,-87.58236,Austin,41.903138,-87.749432,88
MOV013920,2021,6,South Shore,41.759093,-87.559803,Hyde Park,41.788768,-87.588987,94
MOV013921,2025,3,Lakeview,41.954368,-87.670163,Englewood,41.777706,-87.624533,62
MOV013922,2025,12,Pilsen,41.852949,-87.653921,Loop,41.890113,-87.631898,134
MOV013923,2023,10,Rogers Park,42.010963,-87.653222,South Shore,41.769919,-87.557371,30
MOV013924,2024,4,South Shore,41.772346,-87.563704,Hyde Park,41.814074,-87.590144,317
MOV013925,2022,7,Englewood,41.790466,-87.633062,Pilsen,41.850388,-87.659607,314
MOV013926,2024,5,Loop,41.863464,-87.612547,Lakeview,41.951195,-87.645504,326
MOV013927,2024,8,Englewood,41.783447,-87.6321,Hyde Park,41.788132,-87.592328,159
MOV013928,2021,5,Pilsen,41.862485,-87.665021,Lakeview,41.935474,-87.666401,285
MOV013929,2024,12,Englewood,41.755508,-87.641381,Rogers Park,42.020288,-87.65736,376
MOV013930,2022,10,Loop,41.863712,-87.622427,Lakeview,41.951618,-87.637162,300
MOV013931,2023,8,Loop,41.890811,-87.646395,Pilsen,41.839912,-87.636178,21
MOV013932,2025,8,Loop,41.88042,-87.646483,Austin,41.869814,-87.749774,73
MOV013933,2022,4,Rogers Park,42.020326,-87.651784,South Shore,41.754919,-87.592334,227
MOV013934,2025,6,Englewood,41.764197,-87.651941,Rogers Park,42.01614,-87.678934,210
MOV013935,2021,3,South Shore,41.750597,-87.568001,Pilsen,41.849178,-87.651567,374
MOV013936,2024,11,Rogers Park,42.022292,-87.672445,South Shore,41.773816,-87.578964,139
MOV013937,2024,11,Lakeview,41.951545,-87.644058,Austin,41.868093,-87.745815,180
MOV013938,2022,5,Englewood,41.792613,-87.621582,Hyde Park,41.801081,-87.575933,383
MOV013939,2023,12,Loop,41.870922,-87.638948,Austin,41.874745,-87.772757,164
MOV013940,2022,8,South Shore,41.756505,-87.582408,Rogers Park,42.007723,-87.654096,334
MOV013941,2023,11,Hyde Park,41.799862,-87.593365,Englewood,41.756225,-87.623647,377
MOV013942,2021,6,Loop,41.883312,-87.646002,Englewood,41.761503,-87.655572,150
MOV013943,2024,5,Hyde Park,41.802559,-87.604053,Rogers Park,42.027647,-87.649867,350
MOV013944,2024,7,Rogers Park,42.028312,-87.688769,Pilsen,41.859705,-87.675035,359
MOV013945,2022,2,Hyde Park,41.786443,-87.603104,Austin,41.886763,-87.763483,103
MOV013946,2021,9,Rogers Park,42.002485,-87.675946,Austin,41.880618,-87.766646,345
MOV013947,2023,2,Austin,41.881752,-87.759562,Hyde Park,41.803192,-87.572617,178
MOV013948,2022,5,South Shore,41.749603,-87.56735,Loop,41.869872,-87.611099,23
MOV013949,2021,7,Loop,41.893256,-87.638789,Lakeview,41.942571,-87.651366,379
MOV013950,2022,4,Hyde Park,41.784813,-87.589868,Pilsen,41.865251,-87.659918,114
MOV013951,2025,1,Loop,41.872628,-87.622006,Austin,41.871772,-87.747409,68
MOV013952,2022,6,Rogers Park,42.017471,-87.670629,Loop,41.872505,-87.628564,332
MOV013953,2022,9,Englewood,41.768472,-87.65483,Loop,41.890947,-87.611329,45
MOV013954,2023,12,Rogers Park,41.992292,-87.666622,South Shore,41.767935,-87.589536,372
MOV013955,2024,4,Pilsen,41.856992,-87.645905,Loop,41.876284,-87.612225,106
MOV013956,2021,4,Rogers Park,41.998393,-87.676654,Lakeview,41.94493,-87.644326,290
MOV013957,2025,1,Hyde Park,41.7994,-87.592235,Loop,41.87997,-87.610033,372
MOV013958,2021,6,Rogers Park,42.009095,-87.680534,Hyde Park,41.792025,-87.585405,96
MOV013959,2021,10,Pilsen,41.876112,-87.668864,Rogers Park,42.015191,-87.658853,69
MOV013960,2023,4,Austin,41.894251,-87.776215,Englewood,41.781192,-87.627116,67
MOV013961,2022,2,Austin,41.876911,-87.753344,Rogers Park,42.003761,-87.654246,227
MOV013962,2021,1,Hyde Park,41.810127,-87.59908,Lakeview,41.92891,-87.65889,133
MOV013963,2024,3,Austin,41.905008,-87.785204,Pilsen,41.844675,-87.663053,304
MOV013964,2023,1,Lakeview,41.954838,-87.658945,Loop,41.884368,-87.64328,75
MOV013965,2021,11,Hyde Park,41.794947,-87.593246,Pilsen,41.843004,-87.65611,135
MOV013966,2021,3,Loop,41.873891,-87.63759,South Shore,41.778951,-87.569567,295
MOV013967,2023,2,Austin,41.870791,-87.767297,Rogers Park,42.029184,-87.68898,305
MOV013968,2023,3,Austin,41.873366,-87.761565,Rogers Park,42.01716,-87.685252,345
MOV013969,2021,1,Lakeview,41.946713,-87.635532,Rogers Park,41.997557,-87.677522,344
MOV013970,2024,5,Pilsen,41.857182,-87.644158,Austin,41.871555,-87.777289,78
MOV013971,2021,12,Rogers Park,42.000313,-87.66722,Loop,41.884521,-87.61084,281
MOV013972,2024,8,South Shore,41.770805,-87.589313,Pilsen,41.86409,-87.652943,247
MOV013973,2023,4,Lakeview,41.94457,-87.665317,South Shore,41.752617,-87.563762,312
MOV013974,2022,5,Pilsen,41.853873,-87.666827,Austin,41.907738,-87.747033,248
MOV013975,2023,6,Lakeview,41.940569,-87.663061,Englewood,41.764228,-87.645488,149
MOV013976,2025,2,Hyde Park,41.78926,-87.573676,South Shore,41.771497,-87.577313,252
MOV013977,2025,9,Rogers Park,42.012826,-87.677559,South Shore,41.748837,-87.577375,309
MOV013978,2024,1,Englewood,41.771264,-87.623357,South Shore,41.772941,-87.569567,31
MOV013979,2022,2,Englewood,41.791561,-87.634097,Rogers Park,42.021132,-87.685261,57
MOV013980,2023,11,Englewood,41.75718,-87.630579,South Shore,41.742464,-87.587601,90
MOV013981,2024,6,Austin,41.90773,-87.781248,Lakeview,41.930247,-87.637928,123
MOV013982,2023,3,Loop,41.870087,-87.622684,South Shore,41.75977,-87.570457,52
MOV013983,2025,9,South Shore,41.74318,-87.55637,Lakeview,41.928419,-87.649914,167
MOV013984,2024,4,Rogers Park,42.029102,-87.662468,South Shore,41.771537,-87.588106,65
MOV013985,2021,2,Austin,41.902929,-87.772942,Pilsen,41.850813,-87.673252,131
MOV013986,2024,10,Austin,41.905004,-87.753462,Englewood,41.794699,-87.638245,384
MOV013987,2021,8,Loop,41.867535,-87.620581,Englewood,41.760669,-87.622684,376
MOV013988,2025,9,South Shore,41.771054,-87.580304,Hyde Park,41.775229,-87.577324,212
MOV013989,2021,1,South Shore,41.753941,-87.564541,Austin,41.886986,-87.775105,232
MOV013990,2024,1,Englewood,41.774585,-87.626796,Lakeview,41.928281,-87.667582,215
MOV013991,2023,6,South Shore,41.771293,-87.587466,Pilsen,41.844343,-87.653771,231
MOV013992,2021,9,Pilsen,41.857814,-87.653067,Loop,41.882288,-87.635935,340
MOV013993,2024,4,Austin,41.888013,-87.747512,Englewood,41.777228,-87.647528,316
MOV013994,2022,12,Pilsen,41.873299,-87.660904,Loop,41.881091,-87.638921,330
MOV013995,2022,12,Loop,41.873925,-87.611221,South Shore,41.751968,-87.578784,168
MOV013996,2024,11,Rogers Park,42.018379,-87.684265,Lakeview,41.955646,-87.65703,128
MOV013997,2024,9,Englewood,41.78074,-87.625201,South Shore,41.773938,-87.562548,379
MOV013998,2025,9,South Shore,41.759506,-87.576165,Rogers Park,41.999691,-87.678237,338
MOV013999,2023,3,Pilsen,41.866696,-87.66737,Austin,41.885866,-87.777696,88
MOV014000,2023,9,Lakeview,41.953641,-87.672496,South Shore,41.773291,-87.569896,102
MOV014001,2022,1,Englewood,41.792567,-87.648805,Rogers Park,42.018756,-87.657653,311
MOV014002,2025,5,Hyde Park,41.79888,-87.592418,South Shore,41.74575,-87.585365,356
MOV014003,2021,1,Rogers Park,42.005815,-87.677598,Pilsen,41.873325,-87.63677,142
MOV014004,2024,2,Rogers Park,42.021502,-87.658545,Pilsen,41.873909,-87.645229,66
MOV014005,2021,7,Englewood,41.761251,-87.643237,South Shore,41.772168,-87.593405,114
MOV014006,2023,10,Loop,41.887487,-87.620675,Lakeview,41.958865,-87.671194,57
MOV014007,2022,1,South Shore,41.777296,-87.581879,Loop,41.859222,-87.622639,237
MOV014008,2022,8,Lakeview,41.926915,-87.647879,Hyde Park,41.784684,-87.595422,352
MOV014009,2023,3,Austin,41.898664,-87.758858,South Shore,41.768845,-87.560847,274
MOV014010,2023,6,Hyde Park,41.790673,-87.584316,South Shore,41.760377,-87.58712,234
MOV014011,2025,11,Englewood,41.787048,-87.637345,Hyde Park,41.803379,-87.597745,58
MOV014012,2021,8,Englewood,41.763551,-87.661024,Pilsen,41.860912,-87.648325,371
MOV014013,2024,11,Englewood,41.766929,-87.640272,Lakeview,41.952158,-87.644813,352
MOV014014,2021,1,Pilsen,41.864748,-87.666777,Lakeview,41.928399,-87.659441,346
MOV014015,2024,12,Englewood,41.765302,-87.6444,Hyde Park,41.788175,-87.590461,394
MOV014016,2023,3,Hyde Park,41.785487,-87.574319,Pilsen,41.860263,-87.669984,213
MOV014017,2025,11,South Shore,41.764326,-87.579597,Austin,41.885057,-87.745715,163
MOV014018,2024,12,Lakeview,41.953314,-87.647363,Englewood,41.781903,-87.632682,257
MOV014019,2021,6,Lakeview,41.941601,-87.636355,Rogers Park,42.002263,-87.671471,186
MOV014020,2021,10,Englewood,41.760718,-87.65077,Rogers Park,42.028454,-87.678867,330
MOV014021,2025,6,Loop,41.859801,-87.631153,Rogers Park,42.023187,-87.66965,192
MOV014022,2024,7,Hyde Park,41.793504,-87.606917,South Shore,41.741422,-87.55652,324
MOV014023,2022,11,Hyde Park,41.792274,-87.604064,Englewood,41.772855,-87.64631,231
MOV014024,2024,10,Rogers Park,42.029295,-87.675243,Lakeview,41.959078,-87.637672,285
MOV014025,2023,2,South Shore,41.749742,-87.593046,Austin,41.885952,-87.784898,140
MOV014026,2023,9,Hyde Park,41.802989,-87.592611,South Shore,41.768496,-87.573614,210
MOV014027,2023,2,Englewood,41.790568,-87.628404,Loop,41.889141,-87.643338,354
MOV014028,2024,8,Pilsen,41.861904,-87.642415,Loop,41.894238,-87.638912,138
MOV014029,2021,12,South Shore,41.765926,-87.582841,Pilsen,41.8538,-87.657116,60
MOV014030,2025,8,Loop,41.886059,-87.62947,Hyde Park,41.798405,-87.577042,328
MOV014031,2022,3,Pilsen,41.872636,-87.645486,Rogers Park,42.018539,-87.654981,219
MOV014032,2023,12,Loop,41.891073,-87.637841,Pilsen,41.844598,-87.640932,130
MOV014033,2021,10,Hyde Park,41.808922,-87.603007,Pilsen,41.864632,-87.647599,114
MOV014034,2024,1,South Shore,41.779774,-87.576995,Pilsen,41.874764,-87.659159,392
MOV014035,2023,10,Rogers Park,42.016859,-87.659719,Hyde Park,41.779916,-87.596381,105
MOV014036,2022,2,Austin,41.868361,-87.781442,Pilsen,41.846019,-87.671524,42
MOV014037,2022,3,Hyde Park,41.809002,-87.596632,Lakeview,41.940064,-87.657568,172
MOV014038,2025,7,Austin,41.873876,-87.750887,Pilsen,41.857825,-87.674003,317
MOV014039,2021,6,Pilsen,41.871901,-87.645994,Englewood,41.773041,-87.651429,242
MOV014040,2022,5,Loop,41.895971,-87.636049,Lakeview,41.958632,-87.647039,396
MOV014041,2021,5,South Shore,41.756694,-87.579275,Austin,41.890886,-87.751742,120
MOV014042,2024,11,Englewood,41.793295,-87.630395,Loop,41.875077,-87.612262,338
MOV014043,2023,2,South Shore,41.74065,-87.554203,Pilsen,41.856306,-87.639079,337
MOV014044,2023,10,Hyde Park,41.778471,-87.59252,Loop,41.896737,-87.648034,364
MOV014045,2021,2,Englewood,41.772938,-87.633503,South Shore,41.754696,-87.573831,192
MOV014046,2024,6,Rogers Park,42.023562,-87.659732,Pilsen,41.867598,-87.656584,93
MOV014047,2025,4,Hyde Park,41.786112,-87.603545,Loop,41.859722,-87.612787,396
MOV014048,2022,4,Hyde Park,41.807831,-87.597702,Austin,41.872505,-87.763889,171
MOV014049,2025,5,Pilsen,41.870736,-87.662893,Loop,41.884326,-87.629654,68
MOV014050,2025,5,Austin,41.879517,-87.752432,South Shore,41.77997,-87.568784,187
MOV014051,2024,7,Rogers Park,42.019504,-87.670643,Loop,41.869275,-87.622229,238
MOV014052,2025,7,Pilsen,41.850159,-87.648675,Austin,41.899368,-87.754353,223
MOV014053,2021,7,Pilsen,41.865359,-87.665343,Austin,41.896064,-87.765742,332
MOV014054,2022,3,Hyde Park,41.775048,-87.598219,Rogers Park,42.004546,-87.679464,206
MOV014055,2024,8,Pilsen,41.837057,-87.667526,Hyde Park,41.807239,-87.594147,188
MOV014056,2024,12,South Shore,41.778184,-87.557085,Pilsen,41.862101,-87.666759,265
MOV014057,2021,1,Lakeview,41.925158,-87.652311,Hyde Park,41.812402,-87.582061,86
MOV014058,2023,4,Englewood,41.788454,-87.642402,Loop,41.893169,-87.621986,382
MOV014059,2022,4,Lakeview,41.927682,-87.652287,Hyde Park,41.792573,-87.597526,158
MOV014060,2023,1,Loop,41.87154,-87.621198,South Shore,41.757694,-87.591064,238
MOV014061,2025,9,Loop,41.882967,-87.641451,Englewood,41.782795,-87.645402,369
MOV014062,2024,10,Rogers Park,42.014387,-87.662793,Englewood,41.755901,-87.656766,229
MOV014063,2022,2,Lakeview,41.957534,-87.668594,South Shore,41.766404,-87.59305,177
MOV014064,2021,1,Austin,41.902294,-87.753679,Hyde Park,41.776882,-87.579787,59
MOV014065,2024,5,Englewood,41.766753,-87.631355,Loop,41.872133,-87.617213,189
MOV014066,2023,11,Lakeview,41.961507,-87.634601,Englewood,41.778155,-87.621574,218
MOV014067,2021,3,Lakeview,41.957502,-87.669947,Austin,41.905,-87.753328,118
MOV014068,2023,5,South Shore,41.75114,-87.573513,Loop,41.868818,-87.611975,301
MOV014069,2023,11,Lakeview,41.946715,-87.67115,South Shore,41.771902,-87.567081,221
MOV014070,2021,1,Pilsen,41.863993,-87.672336,Hyde Park,41.796049,-87.592694,123
MOV014071,2025,12,Austin,41.880951,-87.776274,Englewood,41.76903,-87.646167,260
MOV014072,2023,8,Rogers Park,42.009657,-87.675046,Austin,41.875331,-87.773627,268
MOV014073,2025,2,South Shore,41.747342,-87.570098,Loop,41.896087,-87.640402,178
MOV014074,2025,9,Loop,41.894172,-87.641439,Lakeview,41.944663,-87.656098,353
MOV014075,2024,8,South Shore,41.747448,-87.5777,Loop,41.884756,-87.621087,356
MOV014076,2025,11,Rogers Park,42.000594,-87.683324,Pilsen,41.867225,-87.661377,328
MOV014077,2024,12,Austin,41.894889,-87.760545,South Shore,41.748246,-87.563053,138
MOV014078,2023,9,Lakeview,41.95856,-87.644912,Austin,41.883239,-87.756821,141
MOV014079,2024,4,Englewood,41.768381,-87.629006,Rogers Park,41.996816,-87.664584,78
MOV014080,2024,11,Pilsen,41.857655,-87.656344,Hyde Park,41.797328,-87.606922,382
MOV014081,2023,7,Rogers Park,41.989545,-87.665179,Austin,41.903085,-87.773603,372
MOV014082,2021,6,Hyde Park,41.778044,-87.603349,Loop,41.894421,-87.6106,67
MOV014083,2023,4,Hyde Park,41.792791,-87.593853,Austin,41.869255,-87.747604,367
MOV014084,2024,5,South Shore,41.751078,-87.556767,Rogers Park,42.024921,-87.655916,47
MOV014085,2021,2,Pilsen,41.856701,-87.656448,Englewood,41.771554,-87.647588,30
MOV014086,2024,4,Lakeview,41.947702,-87.659781,Pilsen,41.856949,-87.669698,332
MOV014087,2021,11,Lakeview,41.940083,-87.634893,Englewood,41.79276,-87.642267,77
MOV014088,2022,7,Hyde Park,41.78733,-87.598337,Lakeview,41.93109,-87.672678,199
MOV014089,2022,1,Austin,41.895699,-87.771855,Hyde Park,41.784721,-87.604538,43
MOV014090,2022,4,Loop,41.879263,-87.633349,Pilsen,41.861805,-87.64967,225
MOV014091,2021,8,Austin,41.892872,-87.760088,Englewood,41.756444,-87.622587,316
MOV014092,2025,10,Loop,41.871593,-87.643383,Lakeview,41.922639,-87.65624,53
MOV014093,2025,9,Loop,41.890157,-87.639355,Austin,41.875415,-87.7566,159
MOV014094,2025,1,Pilsen,41.863809,-87.656189,Englewood,41.772513,-87.659607,173
MOV014095,2022,4,Englewood,41.774478,-87.631054,Rogers Park,42.017467,-87.678397,149
MOV014096,2021,3,Loop,41.892834,-87.644246,Englewood,41.761233,-87.652096,329
MOV014097,2022,10,Pilsen,41.836611,-87.6673,Lakeview,41.928276,-87.667369,183
MOV014098,2025,9,Englewood,41.78817,-87.631001,Loop,41.888239,-87.62209,86
MOV014099,2021,8,Pilsen,41.869616,-87.664324,Englewood,41.787094,-87.643881,172
MOV014100,2023,4,South Shore,41.746515,-87.576301,Rogers Park,42.008987,-87.679409,350
MOV014101,2024,11,Englewood,41.762402,-87.660146,Hyde Park,41.790051,-87.576055,79
MOV014102,2024,9,Rogers Park,42.002421,-87.678756,Austin,41.876475,-87.762276,277
MOV014103,2021,11,Hyde Park,41.782275,-87.598686,Lakeview,41.945973,-87.649863,286
MOV014104,2025,2,Englewood,41.786885,-87.653394,Pilsen,41.85609,-87.664578,76
MOV014105,2025,2,Austin,41.894041,-87.784927,Hyde Park,41.802148,-87.602189,155
MOV014106,2025,10,Lakeview,41.959796,-87.647315,Hyde Park,41.785191,-87.605486,171
MOV014107,2021,6,Austin,41.897141,-87.752904,Rogers Park,42.019499,-87.685036,290
MOV014108,2022,4,Loop,41.866002,-87.647869,Hyde Park,41.813116,-87.605343,317
MOV014109,2024,11,Lakeview,41.948953,-87.64096,Austin,41.890347,-87.784385,262
MOV014110,2021,10,South Shore,41.764283,-87.579462,Austin,41.872504,-87.747927,254
MOV014111,2021,10,Rogers Park,42.000898,-87.654019,Pilsen,41.847703,-87.645401,203
MOV014112,2021,9,Hyde Park,41.801623,-87.575325,Loop,41.886503,-87.629758,294
MOV014113,2025,3,Loop,41.89127,-87.635746,Austin,41.869391,-87.760479,186
MOV014114,2021,5,Lakeview,41.934105,-87.648836,Englewood,41.768535,-87.657614,163
MOV014115,2023,5,Rogers Park,42.023251,-87.657442,Pilsen,41.855577,-87.65701,102
MOV014116,2023,6,Englewood,41.777268,-87.629967,South Shore,41.773972,-87.589763,204
MOV014117,2023,12,Pilsen,41.860755,-87.668385,Austin,41.882668,-87.750734,167
MOV014118,2021,7,Englewood,41.771256,-87.657382,Hyde Park,41.797882,-87.595141,372
MOV014119,2024,2,Loop,41.87935,-87.647784,Englewood,41.773175,-87.634717,43
MOV014120,2024,1,Austin,41.881953,-87.782757,Rogers Park,42.017995,-87.651312,136
MOV014121,2022,5,Hyde Park,41.792209,-87.592365,Loop,41.869923,-87.611329,397
MOV014122,2022,12,Austin,41.882463,-87.755376,Rogers Park,42.006847,-87.656189,263
MOV014123,2022,1,Rogers Park,41.998925,-87.65788,South Shore,41.77198,-87.583879,366
MOV014124,2021,1,Loop,41.872502,-87.647976,South Shore,41.741319,-87.580325,253
MOV014125,2024,11,Hyde Park,41.803418,-87.610105,Loop,41.872355,-87.616652,127
MOV014126,2023,8,Lakeview,41.947911,-87.659684,Loop,41.876695,-87.612929,96
MOV014127,2024,3,South Shore,41.767629,-87.588459,Lakeview,41.925027,-87.653012,121
MOV014128,2022,11,Rogers Park,42.013866,-87.661421,Englewood,41.774105,-87.64458,112
MOV014129,2021,1,South Shore,41.771704,-87.568236,Loop,41.875219,-87.647221,346
MOV014130,2024,12,Englewood,41.755768,-87.629904,Pilsen,41.857066,-87.674394,40
MOV014131,2022,11,Austin,41.894488,-87.765851,Lakeview,41.943988,-87.649675,335
MOV014132,2022,9,Loop,41.886428,-87.630734,South Shore,41.747115,-87.58705,221
MOV014133,2025,5,Englewood,41.767592,-87.650395,Lakeview,41.959077,-87.670605,80
MOV014134,2023,2,Rogers Park,41.990392,-87.684427,South Shore,41.749616,-87.583076,211
MOV014135,2025,5,Lakeview,41.936405,-87.655087,Austin,41.897764,-87.775581,29
MOV014136,2022,3,Loop,41.862834,-87.621065,South Shore,41.770624,-87.560262,167
MOV014137,2021,12,Hyde Park,41.776949,-87.571395,Englewood,41.790271,-87.638432,358
MOV014138,2025,4,Rogers Park,42.010873,-87.659779,Pilsen,41.85818,-87.637349,219
MOV014139,2021,1,Englewood,41.771028,-87.626441,Austin,41.892595,-87.781111,304
MOV014140,2021,11,Hyde Park,41.782465,-87.586167,Rogers Park,41.991995,-87.65981,310
MOV014141,2022,4,Hyde Park,41.796929,-87.587447,Rogers Park,42.022255,-87.6711,157
MOV014142,2023,8,Englewood,41.772411,-87.656292,Austin,41.897271,-87.76687,335
MOV014143,2025,2,Hyde Park,41.783072,-87.580909,Austin,41.893035,-87.767053,291
MOV014144,2021,11,Pilsen,41.859658,-87.642931,Englewood,41.756708,-87.653801,25
MOV014145,2021,2,Englewood,41.763797,-87.632726,Pilsen,41.847132,-87.674945,28
MOV014146,2025,9,Austin,41.907363,-87.7525,Pilsen,41.848735,-87.664605,122
MOV014147,2021,5,Hyde Park,41.793467,-87.598377,Austin,41.881141,-87.77793,147
MOV014148,2022,6,Englewood,41.758773,-87.629891,Hyde Park,41.791329,-87.607565,328
MOV014149,2025,12,Austin,41.875373,-87.769912,Pilsen,41.845018,-87.638593,227
MOV014150,2025,7,South Shore,41.742246,-87.578926,Rogers Park,42.023837,-87.678487,333
MOV014151,2024,6,Loop,41.87702,-87.638163,Austin,41.882604,-87.764539,22
MOV014152,2021,1,Hyde Park,41.799096,-87.585391,Lakeview,41.943465,-87.642125,98
MOV014153,2024,9,Lakeview,41.925582,-87.640304,Austin,41.906997,-87.781164,275
MOV014154,2023,9,South Shore,41.753263,-87.566769,Hyde Park,41.799172,-87.584304,112
MOV014155,2024,11,Loop,41.884373,-87.629351,Pilsen,41.845026,-87.640656,161
MOV014156,2025,10,Loop,41.897463,-87.62461,Lakeview,41.946167,-87.641535,363
MOV014157,2022,4,Englewood,41.79226,-87.623777,Lakeview,41.939759,-87.658005,334
MOV014158,2022,8,Lakeview,41.930015,-87.66838,Loop,41.889259,-87.627259,348
MOV014159,2025,12,Hyde Park,41.79314,-87.594078,South Shore,41.745193,-87.573336,88
MOV014160,2023,7,Hyde Park,41.80858,-87.593482,Pilsen,41.84261,-87.647801,334
MOV014161,2023,5,Hyde Park,41.800588,-87.583085,Lakeview,41.939643,-87.642501,287
MOV014162,2021,12,Hyde Park,41.78456,-87.597388,Loop,41.859712,-87.63448,22
MOV014163,2024,8,Hyde Park,41.788673,-87.579677,Pilsen,41.875656,-87.649565,334
MOV014164,2021,7,Hyde Park,41.780916,-87.588016,Loop,41.860632,-87.626654,200
MOV014165,2021,1,South Shore,41.759541,-87.579789,Hyde Park,41.795439,-87.582849,356
MOV014166,2023,11,Lakeview,41.92809,-87.670024,Austin,41.906399,-87.775184,337
MOV014167,2022,8,Pilsen,41.848731,-87.670922,Loop,41.882733,-87.628907,100
MOV014168,2024,6,Englewood,41.772299,-87.659924,Austin,41.904895,-87.78091,77
MOV014169,2023,10,South Shore,41.764789,-87.590112,Hyde Park,41.787506,-87.595771,136
MOV014170,2023,9,Englewood,41.771755,-87.626821,Lakeview,41.942957,-87.645233,85
MOV014171,2022,9,Lakeview,41.950929,-87.650849,Loop,41.888251,-87.616105,299
MOV014172,2023,10,Pilsen,41.870155,-87.659412,Rogers Park,42.005463,-87.665824,360
MOV014173,2022,5,Austin,41.892412,-87.775003,Rogers Park,41.99569,-87.664757,173
MOV014174,2025,1,Englewood,41.775283,-87.640596,South Shore,41.770053,-87.577491,28
MOV014175,2024,8,Austin,41.906613,-87.751042,Hyde Park,41.801987,-87.575032,46
MOV014176,2025,1,South Shore,41.764318,-87.561117,Loop,41.864618,-87.628677,72
MOV014177,2025,8,Lakeview,41.9495,-87.640915,Hyde Park,41.785279,-87.571628,371
MOV014178,2023,1,Loop,41.861147,-87.619204,Englewood,41.778589,-87.62517,234
MOV014179,2022,5,Rogers Park,42.029257,-87.661448,Lakeview,41.942626,-87.667848,398
MOV014180,2024,2,Englewood,41.75634,-87.629175,Rogers Park,42.002282,-87.660076,321
MOV014181,2023,8,Englewood,41.77958,-87.648097,Lakeview,41.926094,-87.659587,313
MOV014182,2023,2,Rogers Park,42.027284,-87.676266,South Shore,41.774611,-87.568894,37
MOV014183,2025,9,Hyde Park,41.788938,-87.572374,Loop,41.870451,-87.643639,52
MOV014184,2021,11,Loop,41.868648,-87.621324,Pilsen,41.848936,-87.672432,266
MOV014185,2022,4,Lakeview,41.943315,-87.640437,Hyde Park,41.783795,-87.587164,382
MOV014186,2022,10,Rogers Park,41.991417,-87.676188,Englewood,41.782219,-87.627599,160
MOV014187,2025,11,South Shore,41.744222,-87.592968,Pilsen,41.867169,-87.646108,75
