onboarding_id,year,department,training,days_to_complete,due_days,status
ONB017120,2022,STEM,FERPA,22,30,Completed
ONB017121,2022,Humanities,Accessibility,17,30,Completed
ONB017122,2025,Business,Accessibility,18,30,Completed
ONB017123,2023,Business,FERPA,37,30,Escalated
ONB017124,2022,Business,Ethics,32,14,Late
ONB017125,2024,Education,Ethics,33,30,Escalated
ONB017126,2025,Nursing,Cybersecurity,3,14,Completed
ONB017127,2021,Humanities,FERPA,33,21,Escalated
ONB017128,2021,STEM,Ethics,12,21,Completed
ONB017129,2025,Education,Title IX,10,21,Completed
ONB017130,2022,Education,FERPA,33,30,Escalated
ONB017131,2021,Nursing,Accessibility,24,30,Completed
ONB017132,2022,Education,Title IX,39,14,Escalated
ONB017133,2023,Education,Title IX,4,21,Completed
ONB017134,2023,STEM,Cybersecurity,25,21,Escalated
ONB017135,2022,STEM,Accessibility,13,21,Completed
ONB017136,2023,Nursing,FERPA,18,30,Completed
ONB017137,2022,Nursing,Ethics,15,30,Completed
ONB017138,2021,Humanities,Title IX,23,21,Escalated
ONB017139,2022,STEM,Ethics,36,14,Late
ONB017140,2021,STEM,Cybersecurity,10,30,Completed
ONB017141,2025,Humanities,Accessibility,18,30,Completed
ONB017142,2024,STEM,Ethics,17,21,Completed
ONB017143,2022,Humanities,FERPA,6,21,Completed
ONB017144,2025,STEM,Accessibility,35,21,Escalated
ONB017145,2022,STEM,Title IX,14,14,Completed
ONB017146,2022,Education,Cybersecurity,38,30,Late
ONB017147,2025,Humanities,Title IX,15,30,Completed
ONB017148,2025,Business,Title IX,34,14,Escalated
ONB017149,2023,Education,FERPA,29,14,Escalated
ONB017150,2024,Humanities,Accessibility,9,21,Completed
ONB017151,2025,STEM,Cybersecurity,13,14,Completed
ONB017152,2024,STEM,Title IX,13,21,Completed
ONB017153,2025,Business,Cybersecurity,18,21,Completed
ONB017154,2025,STEM,FERPA,23,21,Late
ONB017155,2021,Business,Title IX,13,30,Completed
ONB017156,2024,Education,Cybersecurity,15,30,Completed
ONB017157,2023,Humanities,FERPA,33,30,Late
ONB017158,2025,Business,FERPA,28,14,Late
ONB017159,2024,Business,FERPA,31,14,Escalated
ONB017160,2024,STEM,Title IX,37,30,Late
ONB017161,2021,Humanities,Title IX,17,14,Escalated
ONB017162,2022,Education,Accessibility,28,21,Escalated
ONB017163,2024,Nursing,Title IX,3,21,Completed
ONB017164,2023,Nursing,Accessibility,5,30,Completed
ONB017165,2024,Education,Cybersecurity,7,21,Completed
ONB017166,2023,STEM,Accessibility,10,14,Completed
ONB017167,2021,Education,Cybersecurity,5,21,Completed
ONB017168,2025,Education,Accessibility,34,30,Late
ONB017169,2022,Business,Accessibility,10,30,Completed
ONB017170,2021,Humanities,Ethics,13,21,Completed
ONB017171,2023,Education,Cybersecurity,17,14,Escalated
ONB017172,2025,STEM,Title IX,15,30,Completed
ONB017173,2022,Nursing,Ethics,30,30,Completed
ONB017174,2022,Humanities,Title IX,26,21,Late
ONB017175,2023,Business,Ethics,9,30,Completed
ONB017176,2024,Nursing,Ethics,34,21,Escalated
ONB017177,2022,STEM,Cybersecurity,29,21,Late
ONB017178,2025,Humanities,Title IX,39,30,Escalated
ONB017179,2021,Nursing,Accessibility,31,14,Late
ONB017180,2023,Humanities,Cybersecurity,26,30,Completed
ONB017181,2023,Education,Cybersecurity,12,14,Completed
ONB017182,2024,Nursing,Cybersecurity,36,21,Late
ONB017183,2022,Humanities,Ethics,9,21,Completed
ONB017184,2025,Business,Accessibility,13,14,Completed
ONB017185,2025,Business,Ethics,6,21,Completed
ONB017186,2025,Education,Cybersecurity,32,14,Escalated
ONB017187,2025,Education,FERPA,38,21,Escalated
ONB017188,2025,Education,Cybersecurity,32,21,Late
ONB017189,2022,Nursing,Ethics,14,14,Completed
ONB017190,2025,Nursing,Title IX,17,21,Completed
ONB017191,2024,Nursing,Ethics,23,21,Escalated
ONB017192,2021,Nursing,Title IX,3,21,Completed
ONB017193,2021,Humanities,Cybersecurity,36,21,Late
ONB017194,2023,Nursing,Accessibility,10,30,Completed
ONB017195,2024,Business,Cybersecurity,36,30,Escalated
ONB017196,2024,Humanities,Title IX,32,14,Escalated
ONB017197,2022,Humanities,Ethics,30,30,Completed
ONB017198,2023,Nursing,Ethics,19,14,Late
ONB017199,2025,Education,Title IX,6,14,Completed
ONB017200,2023,Nursing,Title IX,39,30,Late
ONB017201,2021,Business,Accessibility,13,30,Completed
ONB017202,2021,Humanities,Ethics,11,14,Completed
ONB017203,2025,Humanities,Accessibility,38,14,Escalated
ONB017204,2024,Nursing,Cybersecurity,15,14,Escalated
ONB017205,2022,Humanities,Ethics,14,30,Completed
ONB017206,2025,Humanities,Title IX,40,30,Escalated
ONB017207,2024,Business,Title IX,29,30,Completed
ONB017208,2024,Business,Cybersecurity,38,14,Late
ONB017209,2022,Business,Title IX,5,30,Completed
ONB017210,2024,Business,Ethics,28,30,Completed
ONB017211,2021,Business,FERPA,16,21,Completed
ONB017212,2025,Education,Accessibility,12,30,Completed
ONB017213,2022,Education,Cybersecurity,16,30,Completed
ONB017214,2025,STEM,FERPA,12,30,Completed
ONB017215,2023,STEM,Title IX,30,21,Escalated
ONB017216,2025,STEM,Cybersecurity,26,21,Late
ONB017217,2024,STEM,FERPA,22,14,Escalated
ONB017218,2023,Business,Cybersecurity,38,21,Late
ONB017219,2025,Nursing,FERPA,9,21,Completed
ONB017220,2023,Nursing,Title IX,16,21,Completed
ONB017221,2024,Education,FERPA,26,30,Completed
ONB017222,2023,Business,Ethics,9,21,Completed
ONB017223,2021,STEM,Cybersecurity,34,21,Escalated
ONB017224,2025,Nursing,Accessibility,40,30,Escalated
ONB017225,2023,Humanities,Ethics,28,21,Escalated
ONB017226,2025,Humanities,Ethics,29,14,Escalated
ONB017227,2024,Education,FERPA,14,30,Completed
ONB017228,2024,Humanities,Ethics,8,30,Completed
ONB017229,2024,Education,Title IX,16,14,Late
ONB017230,2023,Education,Title IX,35,14,Escalated
ONB017231,2025,Business,Accessibility,20,14,Escalated
ONB017232,2025,Business,Accessibility,10,14,Completed
ONB017233,2023,Education,Accessibility,13,14,Completed
ONB017234,2021,Business,Title IX,29,14,Escalated
ONB017235,2022,Humanities,Cybersecurity,4,21,Completed
ONB017236,2025,Humanities,Ethics,38,14,Late
ONB017237,2021,Nursing,Cybersecurity,24,14,Escalated
ONB017238,2024,Business,Cybersecurity,6,21,Completed
ONB017239,2023,Humanities,Accessibility,36,30,Escalated
ONB017240,2023,Nursing,Accessibility,29,30,Completed
ONB017241,2022,STEM,Ethics,11,30,Completed
ONB017242,2024,Humanities,Ethics,28,21,Escalated
ONB017243,2023,Humanities,Ethics,36,30,Late
ONB017244,2023,STEM,Ethics,7,14,Completed
ONB017245,2021,Humanities,FERPA,6,30,Completed
ONB017246,2025,Nursing,FERPA,21,14,Escalated
ONB017247,2025,Humanities,Accessibility,21,21,Completed
ONB017248,2023,Nursing,Ethics,18,21,Completed
ONB017249,2022,Nursing,FERPA,8,30,Completed
ONB017250,2025,STEM,Title IX,5,14,Completed
ONB017251,2021,STEM,FERPA,4,30,Completed
ONB017252,2022,Business,Title IX,4,30,Completed
ONB017253,2022,Nursing,Accessibility,24,21,Escalated
ONB017254,2024,Business,Ethics,10,30,Completed
ONB017255,2021,STEM,Accessibility,6,21,Completed
ONB017256,2025,Nursing,Ethics,21,14,Late
ONB017257,2021,Education,Accessibility,24,14,Late
ONB017258,2022,STEM,Title IX,15,21,Completed
ONB017259,2022,STEM,FERPA,35,30,Escalated
ONB017260,2024,STEM,Title IX,9,30,Completed
ONB017261,2025,Business,Accessibility,13,21,Completed
ONB017262,2024,Nursing,FERPA,33,14,Escalated
ONB017263,2025,Humanities,FERPA,32,30,Escalated
ONB017264,2021,Business,Ethics,30,21,Late
ONB017265,2021,Nursing,FERPA,36,30,Late
ONB017266,2022,Humanities,Title IX,32,21,Escalated
ONB017267,2023,Nursing,Cybersecurity,20,14,Escalated
ONB017268,2021,Business,FERPA,13,14,Completed
ONB017269,2022,Business,Ethics,17,21,Completed
ONB017270,2025,Business,Cybersecurity,27,21,Late
ONB017271,2023,Nursing,FERPA,31,30,Late
ONB017272,2025,Education,FERPA,23,14,Escalated
ONB017273,2022,Nursing,FERPA,7,21,Completed
ONB017274,2022,STEM,Ethics,29,14,Escalated
ONB017275,2021,Humanities,Accessibility,21,14,Escalated
ONB017276,2024,Business,Title IX,30,14,Late
ONB017277,2023,Education,Ethics,32,21,Late
ONB017278,2024,Education,Title IX,17,21,Completed
ONB017279,2025,Business,Ethics,34,14,Escalated
ONB017280,2023,Education,Cybersecurity,5,14,Completed
ONB017281,2025,Humanities,Ethics,23,14,Late
ONB017282,2023,Nursing,Title IX,31,30,Late
ONB017283,2024,Business,Accessibility,3,21,Completed
ONB017284,2024,Humanities,Accessibility,9,30,Completed
ONB017285,2024,Education,Accessibility,28,14,Late
ONB017286,2023,Nursing,FERPA,28,14,Late
ONB017287,2024,STEM,Accessibility,40,30,Late
ONB017288,2021,Humanities,Title IX,25,21,Escalated
ONB017289,2021,STEM,Title IX,8,21,Completed
ONB017290,2022,Education,FERPA,8,21,Completed
ONB017291,2025,Nursing,FERPA,20,30,Completed
ONB017292,2025,Humanities,Cybersecurity,16,14,Escalated
ONB017293,2021,Business,Cybersecurity,26,21,Escalated
ONB017294,2025,Business,Ethics,17,21,Completed
ONB017295,2023,Humanities,Ethics,4,30,Completed
ONB017296,2022,Education,Cybersecurity,40,14,Escalated
ONB017297,2023,Education,Ethics,13,14,Completed
ONB017298,2022,Education,FERPA,30,21,Escalated
ONB017299,2025,Humanities,Title IX,12,30,Completed
ONB017300,2023,STEM,Cybersecurity,33,30,Late
ONB017301,2021,STEM,FERPA,8,30,Completed
ONB017302,2022,Education,Cybersecurity,26,14,Late
ONB017303,2021,Business,Title IX,31,14,Late
ONB017304,2024,Nursing,Ethics,28,21,Escalated
ONB017305,2022,Education,Cybersecurity,22,30,Completed
ONB017306,2023,Humanities,FERPA,28,30,Completed
ONB017307,2024,Humanities,Accessibility,38,21,Escalated
ONB017308,2025,Humanities,Title IX,38,14,Late
ONB017309,2023,Education,Ethics,6,21,Completed
ONB017310,2025,Business,Accessibility,14,14,Completed
ONB017311,2021,STEM,Cybersecurity,24,14,Escalated
ONB017312,2022,STEM,FERPA,3,30,Completed
ONB017313,2025,Education,Accessibility,5,21,Completed
ONB017314,2024,Education,Cybersecurity,29,14,Late
ONB017315,2023,STEM,Accessibility,12,21,Completed
ONB017316,2023,Business,Title IX,29,21,Escalated
ONB017317,2024,STEM,FERPA,27,30,Completed
ONB017318,2025,Nursing,Cybersecurity,10,30,Completed
ONB017319,2022,Business,Accessibility,38,21,Escalated
ONB017320,2025,Humanities,Accessibility,22,14,Escalated
ONB017321,2023,STEM,Accessibility,28,14,Late
ONB017322,2025,Nursing,Ethics,9,30,Completed
ONB017323,2025,Humanities,FERPA,37,30,Escalated
ONB017324,2023,Business,FERPA,12,14,Completed
ONB017325,2024,Business,Accessibility,12,30,Completed
ONB017326,2024,Education,Ethics,7,30,Completed
ONB017327,2024,Business,Accessibility,14,30,Completed
ONB017328,2025,STEM,Cybersecurity,11,14,Completed
ONB017329,2022,Education,Ethics,17,21,Completed
ONB017330,2024,Humanities,Ethics,11,14,Completed
ONB017331,2021,Education,Cybersecurity,26,30,Completed
ONB017332,2021,Business,Accessibility,3,30,Completed
ONB017333,2022,STEM,FERPA,21,30,Completed
ONB017334,2023,Nursing,Accessibility,10,14,Completed
ONB017335,2022,Humanities,Ethics,12,21,Completed
ONB017336,2023,STEM,Accessibility,32,30,Escalated
ONB017337,2022,Nursing,FERPA,34,30,Late
ONB017338,2023,Humanities,Ethics,30,30,Completed
ONB017339,2021,Humanities,Cybersecurity,5,14,Completed
ONB017340,2024,Humanities,Title IX,22,14,Late
ONB017341,2021,Business,FERPA,38,21,Escalated
ONB017342,2023,Business,Cybersecurity,17,30,Completed
ONB017343,2021,Education,Accessibility,12,30,Completed
ONB017344,2022,Humanities,Ethics,33,21,Late
ONB017345,2024,Humanities,FERPA,20,14,Escalated
ONB017346,2021,Humanities,FERPA,25,21,Escalated
ONB017347,2023,Business,Accessibility,33,14,Late
ONB017348,2024,Education,Accessibility,6,21,Completed
ONB017349,2024,Business,Cybersecurity,23,21,Late
ONB017350,2023,Nursing,Cybersecurity,24,30,Completed
ONB017351,2024,Business,Title IX,10,21,Completed
ONB017352,2024,Humanities,Ethics,7,21,Completed
ONB017353,2021,Humanities,Accessibility,23,14,Late
ONB017354,2021,Nursing,Title IX,38,30,Escalated
ONB017355,2021,Business,Ethics,9,14,Completed
ONB017356,2021,Nursing,Ethics,6,14,Completed
ONB017357,2021,Nursing,FERPA,28,21,Late
ONB017358,2022,STEM,Title IX,35,30,Escalated
ONB017359,2023,STEM,Accessibility,33,21,Late
ONB017360,2025,STEM,FERPA,18,14,Late
ONB017361,2022,Humanities,Cybersecurity,19,21,Completed
ONB017362,2024,Education,Ethics,6,14,Completed
ONB017363,2024,STEM,Accessibility,33,30,Late
ONB017364,2024,Education,Ethics,25,21,Late
ONB017365,2021,STEM,Ethics,40,30,Escalated
ONB017366,2022,Nursing,Title IX,10,30,Completed
ONB017367,2021,Education,FERPA,9,14,Completed
ONB017368,2021,Humanities,Ethics,37,30,Late
ONB017369,2021,STEM,Ethics,21,21,Completed
ONB017370,2024,Humanities,Title IX,39,30,Late
ONB017371,2021,STEM,Title IX,22,14,Late
ONB017372,2022,STEM,Cybersecurity,12,14,Completed
ONB017373,2022,Humanities,Ethics,26,21,Escalated
ONB017374,2024,Education,FERPA,30,14,Escalated
ONB017375,2022,Business,Ethics,9,14,Completed
ONB017376,2024,Nursing,Ethics,9,21,Completed
ONB017377,2025,STEM,Cybersecurity,9,30,Completed
ONB017378,2021,STEM,Title IX,29,14,Escalated
ONB017379,2022,Humanities,Title IX,26,30,Completed
ONB017380,2024,STEM,Ethics,17,21,Completed
ONB017381,2024,Education,Title IX,9,30,Completed
ONB017382,2023,Nursing,Title IX,17,30,Completed
ONB017383,2023,Education,Ethics,28,30,Completed
ONB017384,2025,Nursing,Cybersecurity,34,14,Escalated
ONB017385,2025,Nursing,Cybersecurity,29,14,Late
ONB017386,2021,Business,Title IX,31,21,Late
ONB017387,2024,Humanities,FERPA,17,21,Completed
ONB017388,2024,Nursing,Ethics,24,30,Completed
ONB017389,2023,Humanities,FERPA,30,30,Completed
ONB017390,2024,Humanities,Accessibility,22,21,Late
ONB017391,2023,Nursing,Title IX,15,30,Completed
ONB017392,2021,STEM,FERPA,40,30,Escalated
ONB017393,2021,Humanities,FERPA,13,30,Completed
ONB017394,2025,Education,Ethics,12,14,Completed
ONB017395,2023,Business,Accessibility,9,30,Completed
ONB017396,2022,STEM,FERPA,6,21,Completed
ONB017397,2022,STEM,Cybersecurity,28,21,Late
ONB017398,2025,Business,Ethics,8,14,Completed
ONB017399,2024,Humanities,Ethics,23,14,Late
ONB017400,2021,Business,Title IX,24,30,Completed
ONB017401,2021,Business,Title IX,7,30,Completed
ONB017402,2023,Nursing,Cybersecurity,6,14,Completed
ONB017403,2023,Humanities,Cybersecurity,33,30,Escalated
ONB017404,2023,Business,Ethics,32,21,Escalated
ONB017405,2022,Nursing,FERPA,8,30,Completed
ONB017406,2025,Business,FERPA,4,14,Completed
ONB017407,2022,STEM,Title IX,34,30,Late
ONB017408,2021,Business,Cybersecurity,14,14,Completed
ONB017409,2022,STEM,Cybersecurity,12,30,Completed
ONB017410,2022,Nursing,Ethics,9,14,Completed
ONB017411,2021,Business,Accessibility,32,21,Escalated
ONB017412,2024,STEM,FERPA,37,14,Escalated
ONB017413,2021,STEM,FERPA,36,21,Late
ONB017414,2024,STEM,FERPA,35,30,Late
ONB017415,2022,Nursing,Accessibility,13,14,Completed
ONB017416,2024,Business,Cybersecurity,27,14,Late
ONB017417,2021,Business,Title IX,30,21,Late
ONB017418,2021,Education,Title IX,17,21,Completed
ONB017419,2022,Business,Cybersecurity,25,30,Completed
ONB017420,2022,Humanities,Cybersecurity,15,30,Completed
ONB017421,2025,Humanities,Title IX,6,21,Completed
ONB017422,2025,Business,FERPA,38,14,Late
ONB017423,2021,Business,Title IX,23,14,Escalated
ONB017424,2024,Nursing,Cybersecurity,22,14,Late
ONB017425,2025,Humanities,Title IX,40,21,Escalated
ONB017426,2021,Nursing,Accessibility,27,14,Late
ONB017427,2021,Nursing,Cybersecurity,36,21,Late
ONB017428,2024,Education,FERPA,26,30,Completed
ONB017429,2025,Humanities,Accessibility,25,14,Escalated
ONB017430,2025,STEM,Cybersecurity,6,30,Completed
ONB017431,2022,Education,Cybersecurity,14,30,Completed
ONB017432,2023,Business,Title IX,10,30,Completed
ONB017433,2025,Nursing,FERPA,30,30,Completed
ONB017434,2021,Education,Cybersecurity,3,30,Completed
ONB017435,2021,Business,Accessibility,14,14,Completed
ONB017436,2024,Business,Ethics,27,21,Late
ONB017437,2023,Education,Cybersecurity,20,21,Completed
ONB017438,2022,Nursing,Cybersecurity,31,14,Late
ONB017439,2021,STEM,Title IX,15,14,Escalated
ONB017440,2024,Education,Ethics,30,30,Completed
ONB017441,2025,Nursing,Cybersecurity,15,14,Late
ONB017442,2022,Business,FERPA,3,21,Completed
ONB017443,2021,Business,Cybersecurity,38,30,Late
ONB017444,2023,Education,Ethics,36,21,Escalated
ONB017445,2023,Nursing,Cybersecurity,3,21,Completed
ONB017446,2021,STEM,Title IX,29,14,Escalated
ONB017447,2025,Business,Ethics,16,14,Late
ONB017448,2024,Nursing,Cybersecurity,19,21,Completed
ONB017449,2025,STEM,Cybersecurity,33,30,Late
ONB017450,2022,Nursing,FERPA,25,14,Late
ONB017451,2022,STEM,Cybersecurity,13,21,Completed
ONB017452,2021,Business,FERPA,25,30,Completed
ONB017453,2025,Business,Title IX,19,30,Completed
ONB017454,2023,Education,FERPA,27,30,Completed
ONB017455,2022,STEM,FERPA,8,21,Completed
ONB017456,2025,STEM,Cybersecurity,31,14,Escalated
ONB017457,2021,Humanities,Cybersecurity,9,14,Completed
ONB017458,2025,Business,Title IX,28,30,Completed
ONB017459,2024,Nursing,Ethics,6,14,Completed
ONB017460,2025,Education,Cybersecurity,12,14,Completed
ONB017461,2023,Nursing,Cybersecurity,29,14,Late
ONB017462,2024,Business,FERPA,3,14,Completed
ONB017463,2024,Business,FERPA,39,21,Late
ONB017464,2023,Humanities,Accessibility,24,21,Escalated
ONB017465,2024,STEM,Title IX,29,21,Late
ONB017466,2021,Nursing,FERPA,28,14,Late
ONB017467,2023,Education,FERPA,19,30,Completed
ONB017468,2021,Nursing,Cybersecurity,36,30,Escalated
ONB017469,2025,Nursing,Cybersecurity,8,14,Completed
ONB017470,2025,Humanities,Accessibility,24,30,Completed
ONB017471,2021,Education,Title IX,10,30,Completed
ONB017472,2022,STEM,Cybersecurity,30,21,Escalated
ONB017473,2021,Humanities,Accessibility,7,14,Completed
ONB017474,2025,Education,Cybersecurity,21,30,Completed
ONB017475,2024,Humanities,Cybersecurity,37,14,Escalated
ONB017476,2023,Nursing,Cybersecurity,3,21,Completed
ONB017477,2023,Education,Title IX,30,14,Escalated
ONB017478,2022,Business,FERPA,9,21,Completed
ONB017479,2021,Education,Title IX,34,14,Late
ONB017480,2025,Business,Title IX,16,14,Late
ONB017481,2023,Business,Cybersecurity,31,14,Escalated
ONB017482,2021,STEM,Cybersecurity,10,14,Completed
ONB017483,2021,STEM,Cybersecurity,36,14,Escalated
ONB017484,2023,Nursing,FERPA,9,30,Completed
ONB017485,2022,Nursing,Cybersecurity,37,30,Escalated
ONB017486,2025,STEM,Title IX,27,14,Escalated
ONB017487,2022,Business,Cybersecurity,25,21,Escalated
ONB017488,2022,Business,Ethics,6,14,Completed
ONB017489,2021,STEM,Accessibility,29,14,Late
ONB017490,2025,STEM,Cybersecurity,11,21,Completed
ONB017491,2022,Humanities,Ethics,27,21,Escalated
ONB017492,2021,Education,FERPA,4,14,Completed
ONB017493,2021,Humanities,Ethics,25,30,Completed
ONB017494,2021,Business,Accessibility,35,14,Late
ONB017495,2023,Nursing,Ethics,11,21,Completed
ONB017496,2021,STEM,Ethics,20,21,Completed
ONB017497,2025,Business,Accessibility,32,21,Late
ONB017498,2023,STEM,Cybersecurity,39,30,Escalated
ONB017499,2022,Humanities,Accessibility,31,21,Late
ONB017500,2024,Education,Title IX,5,14,Completed
ONB017501,2024,Education,FERPA,20,14,Escalated
ONB017502,2023,Education,Title IX,37,14,Late
ONB017503,2021,Nursing,Accessibility,20,21,Completed
ONB017504,2023,STEM,Accessibility,8,30,Completed
ONB017505,2023,Business,Cybersecurity,22,14,Late
ONB017506,2021,STEM,Ethics,38,21,Escalated
ONB017507,2021,Humanities,Title IX,19,21,Completed
ONB017508,2025,Humanities,FERPA,26,21,Late
ONB017509,2022,Business,FERPA,33,21,Late
ONB017510,2021,Education,Cybersecurity,10,30,Completed
ONB017511,2024,Education,Ethics,8,14,Completed
ONB017512,2024,STEM,FERPA,17,30,Completed
ONB017513,2025,STEM,Title IX,10,21,Completed
ONB017514,2022,Nursing,Cybersecurity,27,21,Late
ONB017515,2024,Humanities,Title IX,12,21,Completed
ONB017516,2022,Nursing,Title IX,19,14,Late
ONB017517,2022,Business,FERPA,15,14,Escalated
ONB017518,2024,STEM,Accessibility,11,30,Completed
ONB017519,2024,Business,Cybersecurity,4,21,Completed
ONB017520,2023,Business,Ethics,21,14,Late
ONB017521,2023,STEM,Ethics,38,21,Escalated
ONB017522,2021,Humanities,Title IX,14,30,Completed
ONB017523,2025,Business,Title IX,33,30,Late
ONB017524,2022,Nursing,FERPA,30,30,Completed
ONB017525,2023,Education,Cybersecurity,17,21,Completed
ONB017526,2023,Nursing,Title IX,28,21,Late
ONB017527,2022,Education,Cybersecurity,36,30,Late
ONB017528,2021,Nursing,Ethics,24,21,Late
ONB017529,2024,Education,Title IX,4,21,Completed
ONB017530,2024,Humanities,Title IX,18,30,Completed
ONB017531,2024,Humanities,Ethics,21,14,Escalated
ONB017532,2022,Humanities,FERPA,31,14,Late
ONB017533,2024,Humanities,Accessibility,21,30,Completed
ONB017534,2021,STEM,Cybersecurity,10,21,Completed
ONB017535,2024,Business,Accessibility,37,21,Late
ONB017536,2021,Business,Accessibility,10,21,Completed
ONB017537,2022,Education,Title IX,24,30,Completed
ONB017538,2021,Nursing,Title IX,3,30,Completed
ONB017539,2025,STEM,Cybersecurity,13,21,Completed
ONB017540,2022,STEM,FERPA,3,14,Completed
ONB017541,2023,Humanities,FERPA,29,21,Escalated
ONB017542,2022,STEM,Accessibility,36,21,Escalated
ONB017543,2025,Nursing,Cybersecurity,20,30,Completed
ONB017544,2024,Business,Title IX,30,21,Late
ONB017545,2023,Humanities,Ethics,9,14,Completed
ONB017546,2023,Education,Title IX,6,21,Completed
ONB017547,2022,Humanities,Cybersecurity,40,14,Late
ONB017548,2025,Humanities,FERPA,5,14,Completed
ONB017549,2021,Nursing,Ethics,28,14,Escalated
ONB017550,2021,STEM,FERPA,19,21,Completed
ONB017551,2022,STEM,Accessibility,5,21,Completed
ONB017552,2021,STEM,Ethics,31,21,Late
ONB017553,2021,Humanities,Title IX,37,30,Escalated
ONB017554,2022,STEM,Ethics,24,14,Late
ONB017555,2025,Business,Ethics,36,21,Late
ONB017556,2025,Nursing,Title IX,40,14,Late
ONB017557,2025,STEM,Accessibility,22,30,Completed
ONB017558,2025,Nursing,Ethics,22,30,Completed
ONB017559,2022,STEM,Title IX,3,14,Completed
ONB017560,2022,STEM,Title IX,39,30,Late
ONB017561,2023,Humanities,Cybersecurity,26,14,Escalated
ONB017562,2022,Education,Ethics,34,30,Escalated
ONB017563,2023,Nursing,FERPA,8,21,Completed
ONB017564,2022,STEM,Title IX,23,21,Late
ONB017565,2025,Nursing,Ethics,14,14,Completed
ONB017566,2024,STEM,Ethics,13,30,Completed
ONB017567,2023,Nursing,Title IX,26,14,Escalated
ONB017568,2023,STEM,FERPA,13,30,Completed
ONB017569,2021,STEM,Cybersecurity,22,21,Escalated
ONB017570,2023,Business,Accessibility,25,30,Completed
ONB017571,2025,Humanities,Cybersecurity,14,21,Completed
ONB017572,2025,Humanities,FERPA,16,30,Completed
ONB017573,2025,Business,Accessibility,33,30,Escalated
ONB017574,2023,Education,FERPA,6,14,Completed
ONB017575,2024,STEM,FERPA,18,30,Completed
ONB017576,2022,Nursing,Ethics,19,14,Escalated
ONB017577,2024,Education,Accessibility,34,21,Late
ONB017578,2025,STEM,Accessibility,39,30,Escalated
ONB017579,2021,STEM,Cybersecurity,25,21,Late
ONB017580,2025,Nursing,FERPA,30,14,Late
ONB017581,2023,Humanities,Ethics,26,30,Completed
ONB017582,2025,Education,Cybersecurity,11,30,Completed
ONB017583,2023,Humanities,FERPA,27,30,Completed
ONB017584,2023,Humanities,Accessibility,15,21,Completed
ONB017585,2024,Education,Title IX,3,30,Completed
ONB017586,2025,Nursing,Ethics,38,30,Escalated
ONB017587,2025,Business,Cybersecurity,21,30,Completed
ONB017588,2025,Humanities,Title IX,27,14,Escalated
ONB017589,2025,Humanities,FERPA,25,30,Completed
ONB017590,2024,STEM,Title IX,23,21,Late
ONB017591,2022,Humanities,Cybersecurity,8,14,Completed
ONB017592,2022,Humanities,Cybersecurity,34,21,Escalated
ONB017593,2025,Education,Cybersecurity,4,14,Completed
ONB017594,2024,Nursing,Accessibility,19,30,Completed
ONB017595,2022,Humanities,Ethics,7,14,Completed
ONB017596,2021,Education,Accessibility,8,21,Completed
ONB017597,2024,Business,Cybersecurity,6,30,Completed
ONB017598,2024,Humanities,Title IX,22,21,Late
ONB017599,2024,Education,Ethics,28,14,Escalated
ONB017600,2025,Business,Cybersecurity,38,30,Escalated
ONB017601,2024,STEM,Ethics,18,14,Late
ONB017602,2022,Education,Ethics,33,30,Escalated
ONB017603,2021,Nursing,Accessibility,3,30,Completed
ONB017604,2025,Business,FERPA,16,30,Completed
ONB017605,2025,Humanities,Accessibility,13,30,Completed
ONB017606,2022,Humanities,Accessibility,5,30,Completed
ONB017607,2022,Education,Title IX,9,30,Completed
ONB017608,2021,Humanities,FERPA,40,30,Escalated
ONB017609,2025,STEM,Ethics,20,30,Completed
ONB017610,2024,Education,Title IX,24,21,Late
ONB017611,2021,Nursing,Title IX,36,21,Late
ONB017612,2022,Humanities,Accessibility,23,14,Escalated
ONB017613,2023,Education,FERPA,11,21,Completed
ONB017614,2022,Education,Cybersecurity,7,30,Completed
ONB017615,2025,Business,FERPA,29,21,Late
ONB017616,2023,Business,FERPA,25,14,Escalated
ONB017617,2022,Education,FERPA,10,30,Completed
ONB017618,2025,Nursing,Cybersecurity,33,30,Late
ONB017619,2025,Nursing,Title IX,3,30,Completed
ONB017620,2024,Humanities,FERPA,15,14,Late
ONB017621,2021,Education,Accessibility,15,14,Late
ONB017622,2025,Education,Accessibility,32,30,Escalated
ONB017623,2023,Education,Accessibility,12,14,Completed
ONB017624,2021,Humanities,FERPA,26,21,Escalated
ONB017625,2025,Humanities,FERPA,36,30,Escalated
ONB017626,2025,Business,Cybersecurity,38,30,Late
ONB017627,2023,Business,Accessibility,25,30,Completed
ONB017628,2022,Humanities,Cybersecurity,24,14,Late
ONB017629,2023,Nursing,Accessibility,31,21,Late
ONB017630,2025,Humanities,FERPA,28,30,Completed
ONB017631,2025,Education,Accessibility,20,21,Completed
ONB017632,2022,STEM,Ethics,38,30,Late
ONB017633,2022,STEM,Accessibility,32,14,Late
ONB017634,2025,Business,Ethics,38,21,Late
ONB017635,2023,Humanities,FERPA,18,30,Completed
ONB017636,2021,Humanities,Cybersecurity,11,30,Completed
ONB017637,2022,Humanities,Cybersecurity,16,30,Completed
ONB017638,2025,Nursing,Title IX,18,21,Completed
ONB017639,2022,STEM,Ethics,38,21,Late
