visit_id,date,city,museum,visitor_type,party_size,revenue
VIS016903,2025-06-15,Chicago,Science and Industry,Senior,5,125
VIS016904,2023-10-22,NYC,Guggenheim,Adult,1,25
VIS016905,2021-08-24,NYC,Metropolitan Museum,Member,5,125
VIS016906,2022-09-11,NYC,Metropolitan Museum,Child,1,18
VIS016907,2021-10-25,Chicago,Art Institute of Chicago,Senior,2,50
VIS016908,2024-09-21,Chicago,Field Museum,Adult,3,54
VIS016909,2023-07-18,NYC,Metropolitan Museum,Member,5,0
VIS016910,2023-09-23,Chicago,Science and Industry,Student,1,12
VIS016911,2025-12-22,NYC,Metropolitan Museum,Member,4,120
VIS016912,2023-05-07,NYC,Guggenheim,Member,4,72
VIS016913,2025-04-09,Chicago,Shedd Aquarium,Child,2,60
VIS016914,2024-10-16,Chicago,Art Institute of Chicago,Child,3,0
VIS016915,2022-05-16,NYC,Whitney,Student,5,60
VIS016916,2023-11-02,Chicago,Science and Industry,Adult,3,36
VIS016917,2023-06-01,NYC,Metropolitan Museum,Adult,2,36
VIS016918,2022-05-11,NYC,Metropolitan Museum,Member,4,120
VIS016919,2025-04-09,NYC,Whitney,Senior,3,36
VIS016920,2022-12-07,Chicago,Art Institute of Chicago,Member,2,60
VIS016921,2023-11-13,Chicago,Art Institute of Chicago,Senior,2,60
VIS016922,2024-02-28,NYC,Guggenheim,Adult,2,0
VIS016923,2022-11-03,NYC,MoMA,Senior,2,60
VIS016924,2023-09-10,Chicago,Field Museum,Student,5,150
VIS016925,2022-04-26,Chicago,Art Institute of Chicago,Child,5,60
VIS016926,2023-03-01,NYC,MoMA,Adult,5,90
VIS016927,2024-08-19,NYC,Whitney,Senior,5,125
VIS016928,2024-02-20,Chicago,Field Museum,Child,1,0
VIS016929,2022-07-17,Chicago,Art Institute of Chicago,Adult,5,125
VIS016930,2024-12-29,NYC,Guggenheim,Senior,5,125
VIS016931,2024-11-24,Chicago,Shedd Aquarium,Child,4,100
VIS016932,2024-05-07,Chicago,Field Museum,Child,4,120
VIS016933,2021-03-06,Chicago,Art Institute of Chicago,Child,1,0
VIS016934,2021-03-01,Chicago,Field Museum,Adult,6,0
VIS016935,2024-01-08,Chicago,Science and Industry,Member,6,108
VIS016936,2022-05-18,NYC,Whitney,Senior,3,36
VIS016937,2022-08-11,Chicago,Art Institute of Chicago,Adult,3,54
VIS016938,2024-08-05,Chicago,Science and Industry,Member,6,72
VIS016939,2021-04-01,NYC,Whitney,Student,2,50
VIS016940,2022-10-28,NYC,Whitney,Adult,5,60
VIS016941,2023-08-28,NYC,Metropolitan Museum,Senior,3,54
VIS016942,2021-08-29,Chicago,Art Institute of Chicago,Adult,4,48
VIS016943,2021-05-05,NYC,Metropolitan Museum,Member,3,75
VIS016944,2023-06-23,Chicago,Art Institute of Chicago,Student,3,75
VIS016945,2022-10-15,NYC,MoMA,Member,5,60
VIS016946,2023-12-09,NYC,Guggenheim,Member,6,72
VIS016947,2024-06-15,NYC,Guggenheim,Senior,5,0
VIS016948,2021-05-13,Chicago,Field Museum,Student,3,0
VIS016949,2022-05-29,NYC,Whitney,Member,1,18
VIS016950,2022-03-25,NYC,Whitney,Member,3,90
VIS016951,2025-04-25,NYC,Metropolitan Museum,Student,6,180
VIS016952,2025-07-31,NYC,Whitney,Member,5,150
VIS016953,2024-10-11,NYC,MoMA,Child,6,108
VIS016954,2021-06-25,Chicago,Science and Industry,Member,3,54
VIS016955,2025-07-01,Chicago,Art Institute of Chicago,Senior,3,54
VIS016956,2025-05-06,NYC,Metropolitan Museum,Member,5,125
VIS016957,2025-05-05,NYC,MoMA,Child,2,60
VIS016958,2023-08-01,Chicago,Field Museum,Student,1,25
VIS016959,2024-01-10,NYC,MoMA,Member,3,54
VIS016960,2022-07-18,NYC,MoMA,Adult,2,24
VIS016961,2023-01-30,NYC,Whitney,Student,5,125
VIS016962,2023-12-27,Chicago,Science and Industry,Adult,5,125
VIS016963,2023-03-01,NYC,Metropolitan Museum,Adult,5,0
VIS016964,2025-11-27,Chicago,Art Institute of Chicago,Member,6,72
VIS016965,2021-11-14,Chicago,Art Institute of Chicago,Student,3,54
VIS016966,2024-03-27,Chicago,Art Institute of Chicago,Member,5,90
VIS016967,2023-08-02,NYC,MoMA,Child,2,60
VIS016968,2022-06-21,Chicago,Art Institute of Chicago,Senior,1,30
VIS016969,2025-01-14,NYC,Whitney,Senior,6,108
VIS016970,2023-10-16,NYC,Whitney,Child,5,150
VIS016971,2023-05-18,Chicago,Shedd Aquarium,Student,5,0
VIS016972,2024-06-12,Chicago,Science and Industry,Child,2,36
VIS016973,2022-04-15,Chicago,Science and Industry,Senior,6,180
VIS016974,2025-07-04,NYC,Guggenheim,Senior,5,150
VIS016975,2021-05-14,Chicago,Art Institute of Chicago,Student,1,30
VIS016976,2023-02-24,Chicago,Shedd Aquarium,Member,6,108
VIS016977,2023-12-09,Chicago,Field Museum,Senior,3,0
VIS016978,2021-08-31,Chicago,Shedd Aquarium,Member,6,180
VIS016979,2025-07-05,Chicago,Science and Industry,Member,2,50
VIS016980,2021-05-01,NYC,Whitney,Adult,5,60
VIS016981,2021-09-14,NYC,Guggenheim,Adult,3,75
VIS016982,2022-01-24,NYC,Whitney,Child,6,180
VIS016983,2025-05-09,NYC,Guggenheim,Child,5,125
VIS016984,2025-05-25,NYC,MoMA,Adult,3,90
VIS016985,2025-11-14,NYC,MoMA,Child,5,60
VIS016986,2021-07-04,Chicago,Art Institute of Chicago,Child,4,72
VIS016987,2025-05-24,NYC,Metropolitan Museum,Member,3,0
VIS016988,2022-06-28,Chicago,Field Museum,Senior,5,0
VIS016989,2025-11-16,NYC,Whitney,Child,4,72
VIS016990,2025-09-09,NYC,Guggenheim,Senior,4,120
VIS016991,2023-12-16,Chicago,Science and Industry,Senior,6,108
VIS016992,2025-10-17,Chicago,Field Museum,Student,4,120
VIS016993,2024-04-25,NYC,Guggenheim,Student,1,0
VIS016994,2021-10-05,Chicago,Field Museum,Adult,2,0
VIS016995,2024-11-12,NYC,MoMA,Member,6,108
VIS016996,2025-12-15,NYC,Metropolitan Museum,Senior,4,0
VIS016997,2023-06-20,Chicago,Field Museum,Adult,6,72
VIS016998,2024-05-12,NYC,Guggenheim,Child,4,100
VIS016999,2024-06-03,NYC,Guggenheim,Student,4,120
VIS017000,2022-06-23,NYC,MoMA,Adult,4,120
VIS017001,2021-01-28,NYC,Whitney,Adult,2,36
VIS017002,2025-12-21,NYC,Metropolitan Museum,Adult,5,125
VIS017003,2022-07-13,Chicago,Shedd Aquarium,Child,4,0
VIS017004,2025-03-28,NYC,MoMA,Senior,4,120
VIS017005,2023-04-11,Chicago,Science and Industry,Senior,2,0
VIS017006,2023-11-01,Chicago,Field Museum,Member,2,0
VIS017007,2025-02-18,Chicago,Science and Industry,Adult,6,108
VIS017008,2022-09-04,Chicago,Field Museum,Member,2,0
VIS017009,2022-07-30,Chicago,Field Museum,Adult,1,18
VIS017010,2021-09-02,NYC,Metropolitan Museum,Member,3,90
VIS017011,2023-05-30,NYC,Metropolitan Museum,Senior,5,0
VIS017012,2022-02-19,NYC,Guggenheim,Adult,5,150
VIS017013,2021-03-31,NYC,Metropolitan Museum,Student,4,0
VIS017014,2022-03-08,NYC,Whitney,Member,5,90
VIS017015,2023-06-02,Chicago,Science and Industry,Adult,5,125
VIS017016,2023-07-06,Chicago,Art Institute of Chicago,Child,4,0
VIS017017,2021-06-04,Chicago,Science and Industry,Senior,2,0
VIS017018,2021-07-03,Chicago,Field Museum,Adult,1,30
VIS017019,2024-11-08,NYC,Guggenheim,Child,1,0
VIS017020,2023-07-02,NYC,Guggenheim,Member,5,90
VIS017021,2024-06-21,Chicago,Science and Industry,Student,6,180
VIS017022,2023-02-08,NYC,Whitney,Member,1,25
VIS017023,2022-09-05,Chicago,Science and Industry,Senior,2,50
VIS017024,2023-11-17,NYC,Whitney,Senior,4,100
VIS017025,2024-02-12,NYC,Metropolitan Museum,Child,4,100
VIS017026,2022-06-18,NYC,Guggenheim,Senior,1,25
VIS017027,2021-10-06,Chicago,Science and Industry,Adult,2,0
VIS017028,2024-07-22,Chicago,Art Institute of Chicago,Child,1,18
VIS017029,2025-04-01,Chicago,Shedd Aquarium,Student,4,72
VIS017030,2025-06-06,Chicago,Art Institute of Chicago,Senior,5,150
VIS017031,2025-08-16,Chicago,Shedd Aquarium,Student,1,18
VIS017032,2021-01-29,NYC,Guggenheim,Senior,4,48
VIS017033,2023-06-04,Chicago,Field Museum,Child,1,12
VIS017034,2021-10-02,NYC,Whitney,Adult,1,18
VIS017035,2022-04-23,NYC,Guggenheim,Adult,1,25
VIS017036,2023-09-29,Chicago,Art Institute of Chicago,Child,3,0
VIS017037,2021-03-16,NYC,MoMA,Adult,5,90
VIS017038,2025-03-04,NYC,MoMA,Student,1,0
VIS017039,2023-06-22,Chicago,Art Institute of Chicago,Child,1,12
VIS017040,2022-01-27,Chicago,Field Museum,Student,3,54
VIS017041,2022-11-27,NYC,MoMA,Child,5,90
VIS017042,2023-10-29,Chicago,Science and Industry,Adult,4,100
VIS017043,2022-04-21,NYC,Whitney,Senior,5,150
VIS017044,2024-07-06,NYC,Whitney,Adult,5,125
VIS017045,2024-08-02,Chicago,Art Institute of Chicago,Senior,6,180
VIS017046,2024-04-07,Chicago,Field Museum,Adult,2,24
VIS017047,2022-03-07,Chicago,Science and Industry,Student,3,36
VIS017048,2024-04-04,NYC,Guggenheim,Senior,4,48
VIS017049,2021-03-09,NYC,MoMA,Senior,3,0
VIS017050,2025-07-04,NYC,MoMA,Student,2,60
VIS017051,2021-04-02,Chicago,Shedd Aquarium,Adult,2,60
VIS017052,2022-04-02,NYC,Whitney,Adult,1,12
VIS017053,2021-02-26,Chicago,Field Museum,Senior,5,60
VIS017054,2023-08-01,NYC,Whitney,Child,1,12
VIS017055,2022-12-08,Chicago,Art Institute of Chicago,Member,6,108
VIS017056,2025-01-02,NYC,MoMA,Student,2,24
VIS017057,2023-06-05,NYC,Metropolitan Museum,Student,1,25
VIS017058,2025-09-22,Chicago,Field Museum,Senior,1,18
VIS017059,2025-02-05,Chicago,Art Institute of Chicago,Senior,5,60
VIS017060,2024-03-08,NYC,Metropolitan Museum,Senior,2,60
VIS017061,2023-04-02,Chicago,Field Museum,Member,5,125
VIS017062,2021-12-22,NYC,Metropolitan Museum,Child,4,72
VIS017063,2023-07-13,Chicago,Field Museum,Member,1,0
VIS017064,2024-01-16,NYC,MoMA,Adult,1,0
VIS017065,2021-04-20,NYC,Guggenheim,Adult,6,180
VIS017066,2022-11-13,Chicago,Art Institute of Chicago,Student,3,36
VIS017067,2022-07-21,Chicago,Shedd Aquarium,Senior,3,0
VIS017068,2024-03-26,Chicago,Shedd Aquarium,Student,4,120
VIS017069,2021-02-18,NYC,Whitney,Student,1,30
VIS017070,2021-07-24,Chicago,Field Museum,Member,3,90
VIS017071,2025-11-06,Chicago,Field Museum,Adult,5,125
VIS017072,2022-07-05,NYC,MoMA,Child,4,100
VIS017073,2023-04-28,Chicago,Shedd Aquarium,Student,3,75
VIS017074,2023-08-12,Chicago,Science and Industry,Adult,2,50
VIS017075,2024-09-02,NYC,Guggenheim,Child,3,90
VIS017076,2024-09-28,Chicago,Science and Industry,Member,6,180
VIS017077,2024-07-30,NYC,Whitney,Adult,4,0
VIS017078,2024-06-15,Chicago,Shedd Aquarium,Adult,4,48
VIS017079,2023-09-14,NYC,Metropolitan Museum,Student,1,18
VIS017080,2024-03-09,NYC,Whitney,Child,5,0
VIS017081,2024-02-08,NYC,Guggenheim,Adult,1,30
VIS017082,2021-06-08,NYC,Whitney,Senior,5,150
VIS017083,2021-09-25,Chicago,Science and Industry,Member,2,0
VIS017084,2021-04-12,Chicago,Shedd Aquarium,Senior,6,150
VIS017085,2024-05-08,NYC,Metropolitan Museum,Member,1,0
VIS017086,2022-06-02,NYC,Metropolitan Museum,Adult,5,125
VIS017087,2022-01-23,NYC,Guggenheim,Senior,3,0
VIS017088,2025-05-03,Chicago,Art Institute of Chicago,Senior,3,54
VIS017089,2024-05-03,NYC,Whitney,Adult,3,36
VIS017090,2025-12-06,Chicago,Field Museum,Student,6,180
VIS017091,2022-10-03,NYC,Metropolitan Museum,Child,4,48
VIS017092,2024-02-26,Chicago,Art Institute of Chicago,Member,2,50
VIS017093,2021-01-07,NYC,Whitney,Student,4,100
VIS017094,2023-11-23,Chicago,Shedd Aquarium,Member,3,54
VIS017095,2023-08-22,NYC,Guggenheim,Senior,4,48
VIS017096,2022-01-19,NYC,Whitney,Adult,4,48
VIS017097,2023-05-21,Chicago,Shedd Aquarium,Senior,2,60
VIS017098,2023-06-25,Chicago,Shedd Aquarium,Student,4,72
VIS017099,2024-01-25,Chicago,Field Museum,Student,5,125
VIS017100,2023-08-21,Chicago,Art Institute of Chicago,Child,6,72
VIS017101,2025-04-17,NYC,Metropolitan Museum,Member,1,30
VIS017102,2024-07-28,Chicago,Shedd Aquarium,Member,1,12
VIS017103,2021-02-04,Chicago,Science and Industry,Student,2,60
VIS017104,2021-04-03,NYC,Metropolitan Museum,Adult,3,36
VIS017105,2021-08-09,NYC,Whitney,Member,6,108
VIS017106,2022-11-29,NYC,Whitney,Adult,6,150
VIS017107,2023-05-24,Chicago,Art Institute of Chicago,Child,5,125
VIS017108,2025-10-10,Chicago,Shedd Aquarium,Child,2,50
VIS017109,2023-09-02,NYC,Whitney,Child,3,54
VIS017110,2023-10-17,Chicago,Art Institute of Chicago,Adult,5,60
VIS017111,2021-02-27,Chicago,Science and Industry,Child,1,0
VIS017112,2021-08-27,NYC,Whitney,Child,5,60
VIS017113,2021-11-25,NYC,Whitney,Child,2,24
VIS017114,2025-12-02,Chicago,Science and Industry,Adult,3,36
VIS017115,2022-05-02,Chicago,Art Institute of Chicago,Child,4,0
VIS017116,2024-08-11,Chicago,Science and Industry,Child,5,0
VIS017117,2023-01-05,NYC,Guggenheim,Senior,3,36
VIS017118,2023-07-17,Chicago,Art Institute of Chicago,Student,5,60
VIS017119,2025-02-21,Chicago,Shedd Aquarium,Adult,6,150
VIS017120,2025-07-17,NYC,Guggenheim,Member,3,36
VIS017121,2022-06-15,NYC,MoMA,Member,4,120
VIS017122,2024-12-10,Chicago,Art Institute of Chicago,Senior,2,24
VIS017123,2023-01-21,Chicago,Art Institute of Chicago,Student,3,54
VIS017124,2025-01-02,NYC,Whitney,Child,6,180
VIS017125,2023-03-04,NYC,MoMA,Member,6,180
VIS017126,2024-05-28,Chicago,Art Institute of Chicago,Senior,5,60
VIS017127,2023-01-29,NYC,Guggenheim,Member,5,150
VIS017128,2024-12-07,NYC,Whitney,Member,3,75
VIS017129,2025-02-19,Chicago,Art Institute of Chicago,Member,5,90
VIS017130,2021-02-01,Chicago,Art Institute of Chicago,Adult,3,0
VIS017131,2021-05-18,NYC,Metropolitan Museum,Adult,4,120
VIS017132,2023-03-24,Chicago,Shedd Aquarium,Senior,1,0
VIS017133,2024-11-11,NYC,Guggenheim,Student,6,180
VIS017134,2023-04-29,Chicago,Science and Industry,Member,2,50
VIS017135,2024-08-22,NYC,Metropolitan Museum,Student,6,180
VIS017136,2021-01-14,NYC,MoMA,Adult,2,60
VIS017137,2022-08-18,NYC,Whitney,Senior,5,150
VIS017138,2022-10-27,Chicago,Shedd Aquarium,Child,3,54
VIS017139,2024-12-27,Chicago,Art Institute of Chicago,Senior,5,125
VIS017140,2025-04-06,NYC,MoMA,Adult,2,50
VIS017141,2022-05-13,NYC,Metropolitan Museum,Senior,2,24
VIS017142,2025-03-23,Chicago,Field Museum,Child,2,36
VIS017143,2022-02-16,Chicago,Science and Industry,Member,2,0
VIS017144,2024-07-19,Chicago,Art Institute of Chicago,Adult,2,0
VIS017145,2025-05-17,NYC,MoMA,Member,3,54
VIS017146,2021-02-12,NYC,Guggenheim,Adult,3,0
VIS017147,2022-07-06,NYC,MoMA,Child,6,108
VIS017148,2021-07-09,NYC,Metropolitan Museum,Member,5,150
VIS017149,2023-12-22,Chicago,Art Institute of Chicago,Child,1,0
VIS017150,2023-06-29,NYC,Metropolitan Museum,Student,3,54
VIS017151,2025-01-23,Chicago,Science and Industry,Student,4,0
VIS017152,2024-11-02,Chicago,Shedd Aquarium,Senior,1,12
VIS017153,2024-09-22,NYC,Whitney,Member,6,180
VIS017154,2022-04-01,NYC,Guggenheim,Member,6,0
VIS017155,2023-05-10,Chicago,Field Museum,Adult,6,180
VIS017156,2024-09-27,NYC,Whitney,Child,3,54
VIS017157,2025-06-07,NYC,Metropolitan Museum,Student,3,90
VIS017158,2024-01-28,NYC,Guggenheim,Adult,1,25
VIS017159,2021-05-10,NYC,Whitney,Adult,4,100
VIS017160,2025-06-01,Chicago,Shedd Aquarium,Child,5,90
VIS017161,2023-04-19,NYC,Metropolitan Museum,Senior,5,0
VIS017162,2021-11-19,Chicago,Shedd Aquarium,Adult,3,90
VIS017163,2024-12-04,NYC,Metropolitan Museum,Member,5,90
VIS017164,2024-09-24,Chicago,Shedd Aquarium,Student,3,75
VIS017165,2023-12-16,Chicago,Science and Industry,Student,3,75
VIS017166,2022-08-04,NYC,MoMA,Senior,5,125
VIS017167,2025-08-07,NYC,MoMA,Member,5,90
VIS017168,2022-08-13,Chicago,Art Institute of Chicago,Adult,3,0
VIS017169,2024-09-30,NYC,Metropolitan Museum,Child,3,90
VIS017170,2025-05-05,Chicago,Art Institute of Chicago,Child,3,75
VIS017171,2024-09-24,NYC,Guggenheim,Adult,1,25
VIS017172,2023-01-20,Chicago,Science and Industry,Senior,3,54
VIS017173,2023-10-01,Chicago,Shedd Aquarium,Senior,6,150
VIS017174,2022-05-02,NYC,Metropolitan Museum,Student,5,150
VIS017175,2024-11-25,NYC,Guggenheim,Student,2,0
VIS017176,2025-12-09,Chicago,Science and Industry,Member,1,30
VIS017177,2025-11-01,NYC,Guggenheim,Child,1,0
VIS017178,2022-01-29,NYC,Metropolitan Museum,Adult,5,125
VIS017179,2021-05-27,Chicago,Field Museum,Adult,4,100
VIS017180,2021-10-30,NYC,Metropolitan Museum,Child,5,90
VIS017181,2021-12-13,NYC,Whitney,Child,2,24
VIS017182,2021-09-24,NYC,Whitney,Child,1,12
VIS017183,2024-04-29,Chicago,Shedd Aquarium,Member,2,0
VIS017184,2021-04-24,Chicago,Science and Industry,Adult,5,60
VIS017185,2024-11-01,NYC,Whitney,Senior,3,54
VIS017186,2024-08-29,Chicago,Art Institute of Chicago,Adult,4,100
VIS017187,2021-12-08,Chicago,Science and Industry,Member,3,0
VIS017188,2023-09-30,Chicago,Art Institute of Chicago,Adult,3,75
VIS017189,2021-10-31,NYC,Whitney,Senior,3,0
VIS017190,2023-02-13,NYC,Metropolitan Museum,Senior,5,60
VIS017191,2021-02-24,Chicago,Science and Industry,Adult,6,72
VIS017192,2025-04-30,Chicago,Shedd Aquarium,Student,1,12
VIS017193,2024-07-19,Chicago,Art Institute of Chicago,Child,2,50
VIS017194,2024-03-04,NYC,Whitney,Child,3,36
VIS017195,2022-11-11,NYC,MoMA,Adult,5,0
VIS017196,2023-04-08,Chicago,Shedd Aquarium,Senior,6,0
VIS017197,2025-10-19,NYC,Metropolitan Museum,Member,4,72
VIS017198,2023-05-02,NYC,MoMA,Student,1,0
VIS017199,2021-04-29,Chicago,Science and Industry,Member,6,72
VIS017200,2023-04-14,NYC,Whitney,Adult,3,54
VIS017201,2023-07-08,Chicago,Field Museum,Student,4,72
VIS017202,2025-08-11,NYC,MoMA,Senior,6,0
VIS017203,2023-07-02,NYC,Whitney,Senior,5,150
VIS017204,2025-02-09,NYC,Metropolitan Museum,Senior,1,0
VIS017205,2025-10-27,NYC,Guggenheim,Member,6,180
VIS017206,2024-01-29,NYC,Whitney,Member,1,30
VIS017207,2023-06-20,NYC,Guggenheim,Child,3,0
VIS017208,2024-04-30,Chicago,Art Institute of Chicago,Adult,3,54
VIS017209,2024-10-07,Chicago,Art Institute of Chicago,Adult,3,0
VIS017210,2021-12-14,Chicago,Science and Industry,Senior,5,60
VIS017211,2024-11-13,Chicago,Science and Industry,Senior,3,54
VIS017212,2022-02-26,NYC,MoMA,Child,5,125
VIS017213,2024-10-15,NYC,MoMA,Child,5,0
VIS017214,2024-09-22,Chicago,Shedd Aquarium,Member,4,120
VIS017215,2022-02-12,Chicago,Art Institute of Chicago,Student,2,36
VIS017216,2022-11-17,NYC,Metropolitan Museum,Student,2,0
VIS017217,2021-10-17,Chicago,Science and Industry,Child,1,25
VIS017218,2025-04-11,NYC,Whitney,Student,2,0
VIS017219,2025-02-04,NYC,Metropolitan Museum,Member,3,75
VIS017220,2023-08-31,NYC,MoMA,Adult,3,36
VIS017221,2021-07-14,Chicago,Science and Industry,Child,4,72
VIS017222,2022-11-29,Chicago,Science and Industry,Senior,4,48
VIS017223,2025-01-20,Chicago,Art Institute of Chicago,Adult,1,12
VIS017224,2021-03-31,NYC,MoMA,Member,4,100
VIS017225,2025-04-15,NYC,Metropolitan Museum,Adult,1,25
VIS017226,2024-04-19,Chicago,Science and Industry,Child,3,0
VIS017227,2022-10-13,NYC,Metropolitan Museum,Adult,6,72
VIS017228,2021-02-09,NYC,Guggenheim,Senior,5,60
VIS017229,2024-02-18,NYC,Guggenheim,Child,3,75
VIS017230,2022-10-25,Chicago,Shedd Aquarium,Child,2,36
VIS017231,2021-09-16,Chicago,Field Museum,Member,3,36
VIS017232,2025-11-02,Chicago,Art Institute of Chicago,Adult,5,90
VIS017233,2022-03-11,NYC,MoMA,Adult,6,72
VIS017234,2021-07-16,Chicago,Field Museum,Child,1,12
VIS017235,2022-11-17,NYC,Metropolitan Museum,Child,6,72
VIS017236,2021-01-11,NYC,MoMA,Student,1,12
VIS017237,2023-01-15,NYC,Guggenheim,Child,5,150
VIS017238,2022-11-08,Chicago,Field Museum,Adult,3,0
VIS017239,2024-01-24,Chicago,Shedd Aquarium,Senior,5,150
VIS017240,2025-02-02,Chicago,Shedd Aquarium,Adult,1,30
VIS017241,2025-07-22,NYC,Whitney,Senior,6,72
VIS017242,2025-07-29,NYC,Metropolitan Museum,Senior,2,0
VIS017243,2024-12-22,NYC,Whitney,Member,2,0
VIS017244,2022-08-22,Chicago,Shedd Aquarium,Child,5,150
VIS017245,2022-02-05,Chicago,Art Institute of Chicago,Child,1,12
VIS017246,2021-05-09,Chicago,Shedd Aquarium,Senior,4,100
VIS017247,2025-06-16,Chicago,Art Institute of Chicago,Child,1,25
VIS017248,2021-02-08,Chicago,Shedd Aquarium,Child,3,36
VIS017249,2021-11-27,NYC,Metropolitan Museum,Student,6,108
VIS017250,2024-07-09,Chicago,Art Institute of Chicago,Child,1,0
VIS017251,2025-04-12,NYC,MoMA,Child,3,0
VIS017252,2022-03-19,Chicago,Shedd Aquarium,Student,3,54
VIS017253,2021-02-15,Chicago,Field Museum,Senior,2,50
VIS017254,2022-08-14,NYC,Metropolitan Museum,Adult,6,150
VIS017255,2021-10-24,Chicago,Science and Industry,Member,1,18
VIS017256,2021-10-05,NYC,MoMA,Student,5,150
VIS017257,2021-11-29,Chicago,Field Museum,Child,4,100
VIS017258,2025-09-07,NYC,MoMA,Student,2,36
VIS017259,2025-02-22,Chicago,Field Museum,Student,2,24
VIS017260,2021-04-05,NYC,Guggenheim,Student,3,0
VIS017261,2022-02-05,Chicago,Field Museum,Adult,5,150
VIS017262,2023-08-16,NYC,Metropolitan Museum,Adult,1,18
VIS017263,2025-06-19,NYC,Guggenheim,Adult,4,0
VIS017264,2024-12-08,Chicago,Shedd Aquarium,Senior,6,0
VIS017265,2022-08-24,NYC,MoMA,Senior,6,150
VIS017266,2023-02-01,NYC,MoMA,Member,1,0
VIS017267,2022-10-03,NYC,Metropolitan Museum,Adult,4,72
VIS017268,2021-12-31,NYC,MoMA,Senior,4,0
VIS017269,2024-07-26,Chicago,Shedd Aquarium,Senior,1,0
VIS017270,2025-10-06,NYC,Whitney,Senior,5,90
VIS017271,2021-02-13,Chicago,Art Institute of Chicago,Student,4,100
VIS017272,2022-10-22,Chicago,Art Institute of Chicago,Adult,1,0
VIS017273,2022-11-30,NYC,Metropolitan Museum,Student,2,36
VIS017274,2025-10-11,Chicago,Art Institute of Chicago,Student,3,36
VIS017275,2025-02-17,NYC,Metropolitan Museum,Student,3,90
VIS017276,2021-09-03,NYC,MoMA,Student,3,0
VIS017277,2024-12-20,NYC,Whitney,Member,2,50
VIS017278,2025-05-17,NYC,MoMA,Adult,1,25
VIS017279,2022-09-13,NYC,MoMA,Member,1,30
VIS017280,2022-03-10,NYC,MoMA,Adult,5,150
VIS017281,2025-02-08,NYC,MoMA,Member,4,100
VIS017282,2022-03-06,Chicago,Science and Industry,Adult,1,18
VIS017283,2025-08-20,Chicago,Art Institute of Chicago,Adult,2,24
VIS017284,2024-05-24,NYC,MoMA,Member,5,150
VIS017285,2024-12-03,NYC,Whitney,Senior,5,0
VIS017286,2021-06-01,NYC,Guggenheim,Child,3,54
VIS017287,2025-08-20,NYC,Whitney,Member,1,30
VIS017288,2021-03-09,NYC,Metropolitan Museum,Child,1,30
VIS017289,2024-10-05,Chicago,Art Institute of Chicago,Student,5,125
VIS017290,2025-04-09,Chicago,Field Museum,Student,2,0
VIS017291,2023-09-19,NYC,MoMA,Student,3,75
VIS017292,2025-06-22,Chicago,Shedd Aquarium,Child,4,72
VIS017293,2023-04-13,Chicago,Science and Industry,Adult,6,108
VIS017294,2021-05-15,Chicago,Shedd Aquarium,Child,2,24
VIS017295,2023-07-06,NYC,MoMA,Senior,3,54
VIS017296,2022-11-09,Chicago,Shedd Aquarium,Senior,6,72
VIS017297,2025-09-12,NYC,Metropolitan Museum,Child,4,0
VIS017298,2022-07-19,Chicago,Field Museum,Member,4,120
VIS017299,2025-08-23,NYC,Whitney,Senior,5,125
VIS017300,2024-01-20,Chicago,Shedd Aquarium,Senior,6,150
VIS017301,2025-02-08,Chicago,Art Institute of Chicago,Senior,6,0
VIS017302,2023-01-27,Chicago,Field Museum,Adult,5,90
VIS017303,2022-08-09,Chicago,Science and Industry,Senior,4,100
VIS017304,2025-03-04,NYC,Guggenheim,Student,6,108
VIS017305,2021-07-31,NYC,MoMA,Adult,1,0
VIS017306,2025-03-21,Chicago,Field Museum,Child,5,60
VIS017307,2025-08-03,NYC,Guggenheim,Adult,5,90
VIS017308,2023-08-24,Chicago,Shedd Aquarium,Child,1,18
VIS017309,2024-04-17,Chicago,Field Museum,Senior,6,72
VIS017310,2022-07-09,Chicago,Field Museum,Member,5,60
VIS017311,2021-11-01,NYC,Metropolitan Museum,Child,4,100
VIS017312,2023-09-06,Chicago,Science and Industry,Adult,3,54
VIS017313,2025-07-03,Chicago,Field Museum,Student,5,90
VIS017314,2023-02-11,Chicago,Field Museum,Member,6,180
VIS017315,2021-06-30,NYC,Metropolitan Museum,Adult,4,100
VIS017316,2025-08-22,Chicago,Field Museum,Senior,4,120
VIS017317,2022-07-16,NYC,MoMA,Student,2,60
VIS017318,2022-07-04,NYC,MoMA,Adult,6,108
VIS017319,2022-04-24,NYC,Metropolitan Museum,Member,5,125
VIS017320,2024-07-16,NYC,MoMA,Member,3,90
VIS017321,2023-04-08,NYC,Guggenheim,Member,5,0
VIS017322,2022-06-16,NYC,Metropolitan Museum,Senior,6,72
VIS017323,2025-10-07,NYC,MoMA,Adult,1,25
VIS017324,2025-04-01,NYC,Whitney,Adult,2,24
VIS017325,2024-08-07,NYC,MoMA,Student,4,120
VIS017326,2024-02-29,Chicago,Field Museum,Child,4,0
VIS017327,2025-03-13,Chicago,Field Museum,Student,6,72
VIS017328,2021-06-18,NYC,MoMA,Child,1,18
VIS017329,2023-09-16,NYC,Guggenheim,Student,6,0
VIS017330,2022-03-17,NYC,Metropolitan Museum,Student,1,12
VIS017331,2024-04-15,NYC,Guggenheim,Senior,4,100
